uuid,source,orig_id,lat,lon,datetime_local,year,month,day,hour,width,height,heading,projection_type,hFoV,vFoV,sequence_index,sequence_id,sequence_img_count
3809c80d-7394-41a2-93fd-8c62b209587f,Mapillary,1418312295551765,48.774253854401394,9.166535139083862,2024-06-09 11:15:39+02:00,2024,6,9,11,4000.0,3000.0,101.955,perspective,89.98457483298606,73.72498768945792,348,bwGfoP2ATys36IDLOknCYJ,239
d9417538-cd5f-4c64-8a5d-11dc99b0a640,Mapillary,1183330716275511,48.7752755454093,9.16558563709259,2024-07-07 21:30:32.742000+02:00,2024,7,7,21,4032.0,3024.0,142.98435046211938,perspective,101.06243827453136,84.6566112497355,178,Jw7VROdnpD2BMjaQoLAFXe,161
3e778a02-5ef2-4180-a16f-df1015a46af3,Mapillary,504217845596840,48.7705770088329,9.172999262809752,2024-07-09 03:24:49.444000+02:00,2024,7,9,3,7680.0,3840.0,20.76642428996604,spherical,,,1397,aE5o7bTMH0UtscOYxhVwID,660
7be3fe0e-e962-4279-929b-08d3cea54311,Mapillary,1510549809543334,48.77687344259624,9.164544939994812,2024-06-09 11:19:15+02:00,2024,6,9,11,4000.0,3000.0,249.225,perspective,93.21041687063804,76.8462217262694,110,xHUWVkul6BrJRGbPnApeaQ,188
adc306de-52c8-44cf-8f44-5e1abc046900,Mapillary,330004030172339,48.774572030301016,9.172639846801758,2024-07-09 03:26:15.964000+02:00,2024,7,9,3,7680.0,3840.0,306.8700236281687,spherical,,,1578,aE5o7bTMH0UtscOYxhVwID,660
1c3b0169-9fbf-47f1-8e27-7743260507d1,Mapillary,1169186977655824,48.76928651362067,9.171910285949709,2024-07-09 03:24:24.953000+02:00,2024,7,9,3,7680.0,3840.0,28.16594681084905,spherical,,,1344,aE5o7bTMH0UtscOYxhVwID,660
7046af87-1888-40b9-904c-cc32ddc69758,Mapillary,1150126416233475,48.77192757378148,9.167468547821043,2024-06-09 11:13:27+02:00,2024,6,9,11,4000.0,3000.0,68.988,perspective,90.78650919724643,74.49629888331229,216,bwGfoP2ATys36IDLOknCYJ,239
14c82e89-ea47-4f5f-99c2-e04888652d29,Mapillary,1557869048494817,48.77282910869798,9.167291522026062,2024-06-09 11:14:43+02:00,2024,6,9,11,4000.0,3000.0,247.145,perspective,92.1569342259321,75.82144129585427,292,bwGfoP2ATys36IDLOknCYJ,239
ac9263d9-b0c6-417e-802f-9b5efe61cf98,Mapillary,483343130885198,48.77279729009419,9.167152047157288,2024-06-09 11:14:58+02:00,2024,6,9,11,4000.0,3000.0,236.587,perspective,89.98457483298606,73.72498768945792,307,bwGfoP2ATys36IDLOknCYJ,239
0b0a384a-a082-4985-9647-1a8f91627315,Mapillary,1471447367586114,48.777251698423214,9.174174070358276,2024-07-09 03:27:31.773000+02:00,2024,7,9,3,7680.0,3840.0,36.15549737579784,spherical,,,1700,aE5o7bTMH0UtscOYxhVwID,660
86ae53c7-9f3d-4cf2-8aab-2497d0105c8c,Mapillary,1498926294053496,48.77695828527269,9.1738361120224,2024-07-09 03:27:26.201000+02:00,2024,7,9,3,7680.0,3840.0,37.173952191867215,spherical,,,1687,aE5o7bTMH0UtscOYxhVwID,660
0c96a738-abbc-4c9c-a1e3-45a27f81b7b3,Mapillary,3926852070925164,48.771220476245134,9.16532278060913,2024-06-09 11:13:00+02:00,2024,6,9,11,4000.0,3000.0,64.574,perspective,90.78650919724643,74.49629888331229,189,bwGfoP2ATys36IDLOknCYJ,239
d47bbcc4-2c98-42a2-9c63-9160cb379b0b,Mapillary,3800652013535060,48.77614873889164,9.164984822273254,2024-07-07 21:30:16.724000+02:00,2024,7,7,21,4032.0,3024.0,142.1516109819148,perspective,101.06243827453136,84.6566112497355,162,Jw7VROdnpD2BMjaQoLAFXe,161
2f8e5149-2922-4fdc-bea4-02dfde5fa9b5,Mapillary,1525354508399276,48.773889717286266,9.166637063026428,2024-07-07 21:31:01.781000+02:00,2024,7,7,21,4032.0,3024.0,153.4311924808042,perspective,101.06243827453136,84.6566112497355,207,Jw7VROdnpD2BMjaQoLAFXe,161
f5a6fa21-de11-44ec-8129-537acf92925c,Mapillary,1082704200090293,48.76430100139879,9.167538285255432,2024-07-09 03:22:47.055000+02:00,2024,7,9,3,7680.0,3840.0,37.71272785973156,spherical,,,1137,aE5o7bTMH0UtscOYxhVwID,660
016b872d-a76a-4ab8-b5cb-cb27e2275dff,Mapillary,1198455021177271,48.76348064274799,9.165505170822144,2024-07-09 03:21:41.456000+02:00,2024,7,9,3,7680.0,3840.0,70.21143339723079,spherical,,,1076,aE5o7bTMH0UtscOYxhVwID,660
a9dab29f-c24e-4acb-b1ab-5756a2239772,Mapillary,1459385814782176,48.77282203789889,9.167253971099854,2024-06-09 11:14:46+02:00,2024,6,9,11,4000.0,3000.0,251.112,perspective,92.1569342259321,75.82144129585427,295,bwGfoP2ATys36IDLOknCYJ,239
8a20cc96-b035-4ded-9262-a3ee0e85616e,Mapillary,396666609530984,48.76511427476487,9.168552160263062,2024-07-09 03:23:06.808000+02:00,2024,7,9,3,7680.0,3840.0,34.170331996817026,spherical,,,1175,aE5o7bTMH0UtscOYxhVwID,660
035b478c-b8a7-4b58-8c93-32064d9422bb,Mapillary,1129612571431869,48.76682917760937,9.169946908950806,2024-07-09 03:23:41.509000+02:00,2024,7,9,3,7680.0,3840.0,23.806495079029617,spherical,,,1245,aE5o7bTMH0UtscOYxhVwID,660
e0e933fb-7c56-4329-8e8a-30832e53ae49,Mapillary,975915334254946,48.77273365282605,9.16757047176361,2024-06-09 11:14:25+02:00,2024,6,9,11,4000.0,3000.0,332.801,perspective,92.1569342259321,75.82144129585427,274,bwGfoP2ATys36IDLOknCYJ,239
9e2cf818-240a-495e-a334-ec85f9874160,Mapillary,1146157839781732,48.77746026817414,9.174404740333555,2024-07-09 03:27:35.610000+02:00,2024,7,9,3,7680.0,3840.0,37.60613830015984,spherical,,,1709,aE5o7bTMH0UtscOYxhVwID,660
d3bff3c5-035a-4b36-b5b5-3d0c52884b5a,Mapillary,928642498949228,48.76577195576829,9.16910469532013,2024-07-09 03:23:18.386000+02:00,2024,7,9,3,7680.0,3840.0,23.667772939655435,spherical,,,1202,aE5o7bTMH0UtscOYxhVwID,660
61dbe12c-b5aa-4438-8fd0-5fc1c912bc78,Mapillary,1491143688160660,48.76919812232399,9.162742495536804,2024-06-09 11:11:55+02:00,2024,6,9,11,4000.0,3000.0,357.552,perspective,87.59034160365272,71.44003559851123,124,bwGfoP2ATys36IDLOknCYJ,239
995fa419-80ae-41c5-b8bb-04e77ae3995d,Mapillary,449592771173658,48.77573865801412,9.172484278678894,2024-07-09 03:27:02.977000+02:00,2024,7,9,3,7680.0,3840.0,31.50677554395992,spherical,,,1633,aE5o7bTMH0UtscOYxhVwID,660
f9eb4401-f6af-4f0d-bada-6c48a52e4d6f,Mapillary,782535137421700,48.77578461552051,9.165220856666563,2024-07-07 21:30:23.664000+02:00,2024,7,7,21,4032.0,3024.0,141.88518963761925,perspective,101.06243827453136,84.6566112497355,169,Jw7VROdnpD2BMjaQoLAFXe,161
554c6f14-12be-4dd2-b951-a29b01f61299,Mapillary,468305245806679,48.76663117119927,9.169796705245972,2024-07-09 03:23:37.872000+02:00,2024,7,9,3,7680.0,3840.0,29.45012857661925,spherical,,,1237,aE5o7bTMH0UtscOYxhVwID,660
054abda2-d686-4e78-b674-4f8f57a7d538,Mapillary,1302743154018830,48.77684162655561,9.164443016052246,2024-06-09 11:19:32+02:00,2024,6,9,11,4000.0,3000.0,252.649,perspective,93.21041687063804,76.8462217262694,127,xHUWVkul6BrJRGbPnApeaQ,188
e83cde50-3d61-4374-88db-8c21fe1d1600,Mapillary,293188713817288,48.76871727094445,9.171448945999146,2024-07-09 03:24:14.843000+02:00,2024,7,9,3,7680.0,3840.0,28.087683042142032,spherical,,,1321,aE5o7bTMH0UtscOYxhVwID,660
2cd254ad-c049-423f-b37d-b3904e137ef2,Mapillary,345997618521041,48.77181443884487,9.167141318321228,2024-06-09 11:13:23+02:00,2024,6,9,11,4000.0,3000.0,64.291,perspective,90.78650919724643,74.49629888331229,212,bwGfoP2ATys36IDLOknCYJ,239
6ea32c5c-98fc-4ed3-a722-0c9ef433ed2e,Mapillary,1000461748133755,48.77382608140283,9.168407320976256,2024-06-09 11:16:06+02:00,2024,6,9,11,4000.0,3000.0,113.783,perspective,91.03722187808604,74.73806038233117,375,bwGfoP2ATys36IDLOknCYJ,239
c4757cbf-e276-43a7-919a-d7b40ac1dc64,Mapillary,1631718204270832,48.77169776817445,9.16680872440338,2024-06-09 11:13:19+02:00,2024,6,9,11,4000.0,3000.0,60.603,perspective,90.78650919724643,74.49629888331229,208,bwGfoP2ATys36IDLOknCYJ,239
3b584f6d-e022-48dc-bd0d-3f178819c97b,Mapillary,278053825371209,48.764534376842505,9.167903065681458,2024-07-09 03:22:54.863000+02:00,2024,7,9,3,7680.0,3840.0,41.93975436692875,spherical,,,1149,aE5o7bTMH0UtscOYxhVwID,660
30d60b75-b434-41ed-9dd9-fe558edf260a,Mapillary,994959838670125,48.77505636085496,9.17184054851532,2024-07-09 03:26:49.130000+02:00,2024,7,9,3,7680.0,3840.0,329.6257362533037,spherical,,,1604,aE5o7bTMH0UtscOYxhVwID,660
de4a9319-e7e9-4e47-877f-43f6bca56413,Mapillary,778164934304539,48.77384375804522,9.16835367679596,2024-06-09 11:16:05+02:00,2024,6,9,11,4000.0,3000.0,117.736,perspective,89.98457483298606,73.72498768945792,374,bwGfoP2ATys36IDLOknCYJ,239
377b63f9-da84-4c02-9895-115c7f297f78,Mapillary,1622357688598487,48.76974261023869,9.17231798171997,2024-07-09 03:24:34.362000+02:00,2024,7,9,3,7680.0,3840.0,24.968081000183474,spherical,,,1363,aE5o7bTMH0UtscOYxhVwID,660
010416c1-eef3-4946-bd63-d8b4e8ac40d7,Mapillary,339249452563500,48.77336295115467,9.174925088882446,2024-07-09 03:25:42.731000+02:00,2024,7,9,3,7680.0,3840.0,346.1181117774533,spherical,,,1508,aE5o7bTMH0UtscOYxhVwID,660
f608aa41-660d-46a2-919d-706a1369fa3e,Mapillary,971442118054871,48.773995776912784,9.173986315727234,2024-07-09 03:25:57.746000+02:00,2024,7,9,3,7680.0,3840.0,304.02858787561456,spherical,,,1540,aE5o7bTMH0UtscOYxhVwID,660
fd77ddbf-b4e0-44b7-9dae-18de9bca19b1,Mapillary,1699524747250397,48.77620176634673,9.164963364601135,2024-07-07 21:30:15.715000+02:00,2024,7,7,21,4032.0,3024.0,144.00449431352507,perspective,101.06243827453136,84.6566112497355,161,Jw7VROdnpD2BMjaQoLAFXe,161
3a8eb849-c181-44d0-ad5b-a42a3ba4bf97,Mapillary,1030354025472517,48.76411359306036,9.167452454566956,2024-07-09 03:22:12.487000+02:00,2024,7,9,3,7680.0,3840.0,346.045051712069,spherical,,,1129,aE5o7bTMH0UtscOYxhVwID,660
43659e17-6522-4e20-9178-f62a19373fec,Mapillary,838522008252720,48.76579670703572,9.169126152992249,2024-07-09 03:23:18.820000+02:00,2024,7,9,3,7680.0,3840.0,23.667772939655435,spherical,,,1203,aE5o7bTMH0UtscOYxhVwID,660
5c6e024f-ee2d-4fdc-a56d-942d76a63ac1,Mapillary,846144504230167,48.770403766197575,9.162726402282717,2024-06-09 11:12:25+02:00,2024,6,9,11,4000.0,3000.0,56.688,perspective,90.78650919724643,74.49629888331229,154,bwGfoP2ATys36IDLOknCYJ,239
9022f2e7-514c-491f-a4cd-0a92cd57501a,Mapillary,8479070232121893,48.77569270046564,9.172441363334656,2024-07-09 03:27:01.976000+02:00,2024,7,9,3,7680.0,3840.0,35.70393209297913,spherical,,,1631,aE5o7bTMH0UtscOYxhVwID,660
b00682d1-3a12-43fa-8d2c-97c7c7f00e2f,Mapillary,512630514522394,48.7725109217524,9.17456567287445,2024-07-09 03:25:27.082000+02:00,2024,7,9,3,7680.0,3840.0,11.578860853912316,spherical,,,1476,aE5o7bTMH0UtscOYxhVwID,660
abbdf183-e908-4762-8ea3-9a70c2f4e12c,Mapillary,8215113845213810,48.76523803260082,9.168654084205627,2024-07-09 03:23:09.144000+02:00,2024,7,9,3,7680.0,3840.0,32.05951290603582,spherical,,,1180,aE5o7bTMH0UtscOYxhVwID,660
5e79f7b1-a546-4e5c-861f-9bbb9213040e,Mapillary,1948236932280894,48.77590127669393,9.172645211219788,2024-07-09 03:27:06.181000+02:00,2024,7,9,3,7680.0,3840.0,34.894577830061394,spherical,,,1640,aE5o7bTMH0UtscOYxhVwID,660
f1373c69-80a8-4b5c-aed0-aafcc2ed9dbd,Mapillary,474763888624037,48.77294931213044,9.174715876579285,2024-07-09 03:25:34.889000+02:00,2024,7,9,3,7680.0,3840.0,20.42625927539632,spherical,,,1492,aE5o7bTMH0UtscOYxhVwID,660
f2ae2eb0-0a27-41b3-8bb9-bae967ed67d8,Mapillary,1175367930255197,48.76559869655463,9.168965220451357,2024-07-09 03:23:15.550000+02:00,2024,7,9,3,7680.0,3840.0,30.232921711537017,spherical,,,1195,aE5o7bTMH0UtscOYxhVwID,660
7ac358c9-b811-49e4-a3e7-4c226bfe7e68,Mapillary,1811611882657938,48.775713911647074,9.172462821006777,2024-07-09 03:27:02.443000+02:00,2024,7,9,3,7680.0,3840.0,31.50677554395992,spherical,,,1632,aE5o7bTMH0UtscOYxhVwID,660
0923e370-19cf-4650-b698-f32192f29e6f,Mapillary,459877023568340,48.77396395904836,9.174050688743591,2024-07-09 03:25:56.911000+02:00,2024,7,9,3,7680.0,3840.0,308.752567997419,spherical,,,1538,aE5o7bTMH0UtscOYxhVwID,660
eb73758c-f0b3-4d42-9d11-a7fd258c1826,Mapillary,7618591368251620,48.776724967567446,9.164566397666931,2024-07-07 21:30:05.728000+02:00,2024,7,7,21,4032.0,3024.0,144.98485353219257,perspective,101.06243827453136,84.6566112497355,151,Jw7VROdnpD2BMjaQoLAFXe,161
ff8ed2d1-6c40-47f5-b00e-c87e265042a5,Mapillary,1006301931197906,48.77072550204457,9.169136881828308,2024-07-07 21:33:16.924000+02:00,2024,7,7,21,4032.0,3024.0,149.65557457334822,perspective,100.17182580189085,83.75511531847577,2,VWRknQTjyX4sEMFlL8CP7h,50
f8495a0c-9329-40c6-8f45-2a126dd82444,Mapillary,1656323121855627,48.77684162655561,9.164432287216188,2024-06-09 11:19:35+02:00,2024,6,9,11,4000.0,3000.0,256.353,perspective,93.21041687063804,76.8462217262694,130,xHUWVkul6BrJRGbPnApeaQ,188
28032a64-7573-4b5a-915a-b5b4efd14fdf,Mapillary,3584299245145240,48.77205131482654,9.174275994300842,2024-07-09 03:25:18.973000+02:00,2024,7,9,3,7680.0,3840.0,20.19931541889457,spherical,,,1458,aE5o7bTMH0UtscOYxhVwID,660
af180461-74ba-447d-aa98-365839851420,Mapillary,338739542610017,48.771170979044655,9.165156483650208,2024-06-09 11:12:58+02:00,2024,6,9,11,4000.0,3000.0,61.583,perspective,90.78650919724643,74.49629888331229,187,bwGfoP2ATys36IDLOknCYJ,239
87788ed8-c85e-4448-98d4-4fee71b1f6bf,Mapillary,335584389615342,48.76936076218962,9.171963930130005,2024-07-09 03:24:26.287000+02:00,2024,7,9,3,7680.0,3840.0,27.58293968841116,spherical,,,1347,aE5o7bTMH0UtscOYxhVwID,660
2ffbb098-f151-4e41-841e-8e6b0e96678f,Mapillary,1829545547536864,48.77569623566316,9.1668301820755,2024-06-09 11:18:15+02:00,2024,6,9,11,4000.0,3000.0,332.776,perspective,90.24881414652745,73.97880221006629,50,xHUWVkul6BrJRGbPnApeaQ,188
e15454c9-d967-41ab-9bc6-11e57a03991d,Mapillary,1182177679589941,48.770817426193645,9.173213839530945,2024-07-09 03:24:56.017000+02:00,2024,7,9,3,7680.0,3840.0,36.32475013803827,spherical,,,1407,aE5o7bTMH0UtscOYxhVwID,660
a8dd015c-8a37-46e5-af16-d22d93a2b336,Mapillary,1031777668553792,48.77598965619029,9.172752499580383,2024-07-09 03:27:07.882000+02:00,2024,7,9,3,7680.0,3840.0,40.06395192302159,spherical,,,1644,aE5o7bTMH0UtscOYxhVwID,660
ae62555a-4b80-40c7-adbf-90265464a977,Mapillary,787771193560298,48.76480664682288,9.168262481689451,2024-07-09 03:23:01.069000+02:00,2024,7,9,3,7680.0,3840.0,49.183586587206094,spherical,,,1162,aE5o7bTMH0UtscOYxhVwID,660
30e62607-31a8-4c1d-a513-ec35d9ec7c91,Mapillary,1178582123451865,48.77152452940612,9.1683429479599,2024-07-07 21:32:15.668000+02:00,2024,7,7,21,4032.0,3024.0,146.97254248884715,perspective,101.12788094708797,84.72301420195166,265,Jw7VROdnpD2BMjaQoLAFXe,161
8b452f58-740a-44fc-8d9c-47ec7dac0108,Mapillary,400896672292423,48.77465687686703,9.16761338710785,2024-06-09 11:17:53+02:00,2024,6,9,11,4000.0,3000.0,333.698,perspective,90.24881414652745,73.97880221006629,28,xHUWVkul6BrJRGbPnApeaQ,188
ddb47f3f-b6ab-41ba-a44e-2597f7b61f64,Mapillary,1161284998256813,48.76994413998278,9.172457456588743,2024-07-09 03:24:38.099000+02:00,2024,7,9,3,7680.0,3840.0,31.32959248213905,spherical,,,1371,aE5o7bTMH0UtscOYxhVwID,660
651fce4f-bc3e-49a2-8cfe-231c8b34bc1e,Mapillary,334663733029461,48.77391092922949,9.174152612686155,2024-07-09 03:25:55.677000+02:00,2024,7,9,3,7680.0,3840.0,308.6574659149305,spherical,,,1535,aE5o7bTMH0UtscOYxhVwID,660
00f9061f-01c8-46a2-8e27-f5081d863f9a,Mapillary,403271952743769,48.77193110924415,9.16808545589447,2024-07-07 21:32:05.750000+02:00,2024,7,7,21,4032.0,3024.0,148.07788748827988,perspective,101.12788094708797,84.72301420195166,256,Jw7VROdnpD2BMjaQoLAFXe,161
131675f3-653a-4444-8645-d1ed1c3eff46,Mapillary,493338249754295,48.77410890693412,9.166470766067505,2024-07-07 21:30:56.774000+02:00,2024,7,7,21,4032.0,3024.0,145.03808813880923,perspective,101.06243827453136,84.6566112497355,202,Jw7VROdnpD2BMjaQoLAFXe,161
bc9f1528-1dce-4d88-bd19-7aa1d8c79b03,Mapillary,1043740007122974,48.76378474277635,9.16658878326416,2024-07-09 03:21:55.103000+02:00,2024,7,9,3,7680.0,3840.0,64.5805908130954,spherical,,,1104,aE5o7bTMH0UtscOYxhVwID,660
4614544e-e442-4cc4-b54e-b17e12d9d522,Mapillary,1001456204945916,48.76622454844494,9.169448018074036,2024-07-09 03:23:25.894000+02:00,2024,7,9,3,7680.0,3840.0,26.252746746813383,spherical,,,1220,aE5o7bTMH0UtscOYxhVwID,660
39f9db07-40b9-45ee-8c8e-7021f7d5f136,Mapillary,886675383502223,48.768568771793696,9.17132019996643,2024-07-09 03:24:12.207000+02:00,2024,7,9,3,7680.0,3840.0,29.63255800954932,spherical,,,1315,aE5o7bTMH0UtscOYxhVwID,660
8ead2c0f-6939-4ccf-b9e2-bb72e09c364f,Mapillary,1889414818211478,48.77185332900808,9.168144464492798,2024-07-07 21:32:07.642000+02:00,2024,7,7,21,4032.0,3024.0,145.63426617581626,perspective,101.12788094708797,84.72301420195166,258,Jw7VROdnpD2BMjaQoLAFXe,161
14ef7f3a-8ab6-47c6-a078-a33ace682d18,Mapillary,989488855878651,48.77682748608663,9.164378643035889,2024-06-09 11:19:58+02:00,2024,6,9,11,4000.0,3000.0,227.682,perspective,90.01779139428781,73.75687577274763,153,xHUWVkul6BrJRGbPnApeaQ,188
9a4bd2ac-3ee6-4cef-ba78-be6f9fc112f3,Mapillary,999172088471422,48.77667194066501,9.173503518104551,2024-07-09 03:27:20.662000+02:00,2024,7,9,3,7680.0,3840.0,45.33422030104782,spherical,,,1674,aE5o7bTMH0UtscOYxhVwID,660
37a3c849-8555-4df1-8bc0-c2e2cc169296,Mapillary,454294054230456,48.77281143169836,9.174678325653076,2024-07-09 03:25:32.754000+02:00,2024,7,9,3,7680.0,3840.0,0.0645479264121604,spherical,,,1487,aE5o7bTMH0UtscOYxhVwID,660
1c4f27fd-e471-48b7-a408-89dbca701cef,Mapillary,1019990306442244,48.77052751099808,9.172961711883543,2024-07-09 03:24:48.376000+02:00,2024,7,9,3,7680.0,3840.0,27.168073134015344,spherical,,,1395,aE5o7bTMH0UtscOYxhVwID,660
8c52be8c-0426-4ca8-9ee1-df457e7b6102,Mapillary,352881327676105,48.7735397189291,9.174726605415344,2024-07-09 03:25:46.534000+02:00,2024,7,9,3,7680.0,3840.0,318.12854898259,spherical,,,1516,aE5o7bTMH0UtscOYxhVwID,660
709b67e9-bd90-4edd-b73b-e461ba910941,Mapillary,989142915954144,48.773737698097534,9.16856288909912,2024-06-09 11:17:26+02:00,2024,6,9,11,4000.0,3000.0,292.493,perspective,90.24881414652745,73.97880221006629,1,xHUWVkul6BrJRGbPnApeaQ,188
dd0a2743-7eae-4f03-b80e-fbc9260a1f2b,Mapillary,7497907456998049,48.771036629254525,9.164662957191467,2024-06-09 11:12:52+02:00,2024,6,9,11,4000.0,3000.0,58.458,perspective,90.78650919724643,74.49629888331229,181,bwGfoP2ATys36IDLOknCYJ,239
daf4b847-ccd6-4fe3-8b3e-91b1c0a7eb0f,Mapillary,1909054292896423,48.77055225992157,9.172983169555664,2024-07-09 03:24:48.910000+02:00,2024,7,9,3,7680.0,3840.0,27.168073134015344,spherical,,,1396,aE5o7bTMH0UtscOYxhVwID,660
aa7fe59f-afd8-40d0-a7f5-9c30147b0af0,Mapillary,487893786990482,48.77190636100028,9.167382717132568,2024-06-09 11:13:26+02:00,2024,6,9,11,4000.0,3000.0,67.965,perspective,90.78650919724643,74.49629888331229,215,bwGfoP2ATys36IDLOknCYJ,239
77fa19c5-697f-422d-a292-8b192d64401b,Mapillary,1142669890340271,48.774699300096245,9.16758120059967,2024-06-09 11:17:53.500000+02:00,2024,6,9,11,4000.0,3000.0,330.945,perspective,90.24881414652745,73.97880221006629,29,xHUWVkul6BrJRGbPnApeaQ,188
24772166-8c12-4ab4-b0ca-22e61df0d858,Mapillary,3452254475065759,48.769272371023646,9.170032739639282,2024-07-07 21:33:45.789000+02:00,2024,7,7,21,4032.0,3024.0,139.22676590018233,perspective,100.17182580189085,83.75511531847577,31,VWRknQTjyX4sEMFlL8CP7h,50
