uuid,source,orig_id,mly_sfm_cluster.id,mly_sfm_cluster.url
a672f86b-44d2-43e1-8ec7-e72c188a2c82,Mapillary,2215509462146402,1611386306260864.0,
cf93ccc0-d172-4a8e-8777-8d001a814bd6,Mapillary,513175891234449,680444067598418.0,
7133fb27-3156-4738-aef3-cd69a87d6abf,Mapillary,1014911840002501,986187579755990.0,
40fa0d7e-004d-4f34-81e9-5cf3de12343a,Mapillary,1035894681533788,809158371322783.0,
9fb05a71-d295-45fa-8a39-13314ac0b264,Mapillary,1336570890687342,680444067598418.0,
cf9e4241-d047-40f5-a426-2e4b635446db,Mapillary,1448577566027237,2197868900577594.0,
6e1eff96-c2e7-4b87-82df-2110a5d29bf3,Mapillary,1904484350015621,6378155729136239.0,
9c8bbefc-2fdd-42b6-9d06-d7b221b76a3a,Mapillary,1635504660517299,469224655826973.0,
5c22a3c4-9b84-451d-8b48-3cda080fc53f,Mapillary,900792935140055,486601897187529.0,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An9BDsv9vbgNB9Bx6pyGG192hQmm9M-wv-rxVW5NTNpbUyohZeXH8jbrhw706EZ9CrSy6vzqft1UEtVMFELQXl1zLr3Esw2jQIgf7YOOb1b8j4aepXaBJiEAgaWjlCPrC-tlTcRPoj7Msg?ccb=10-5&oh=00_AYBOR-P-MgDY9kkmgf-k7Zl7jqb1eyAPyCyQ1yfvqhu0DQ&oe=66BDE622&_nc_sid=fbd883
b43a8828-8a6c-494e-a3f7-d3cc94c7e18f,Mapillary,487001273919529,469224655826973.0,
5f34193d-724c-4045-801b-9a94dd1a0800,Mapillary,913573707199476,988066229627404.0,
d9e29a19-0d3f-4418-b589-7d501eae1673,Mapillary,840686344076770,486601897187529.0,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An9BDsv9vbgNB9Bx6pyGG192hQmm9M-wv-rxVW5NTNpbUyohZeXH8jbrhw706EZ9CrSy6vzqft1UEtVMFELQXl1zLr3Esw2jQIgf7YOOb1b8j4aepXaBJiEAgaWjlCPrC-tlTcRPoj7Msg?ccb=10-5&oh=00_AYBOR-P-MgDY9kkmgf-k7Zl7jqb1eyAPyCyQ1yfvqhu0DQ&oe=66BDE622&_nc_sid=fbd883
82ab5495-b814-461e-a122-44575ade6ab9,Mapillary,1185266139261461,1569749970423260.0,
ddc7a98c-d9a6-407f-9943-fc441c654d7d,Mapillary,887211876565189,6378155729136239.0,
5df517f9-42ad-4118-a147-6fba23fc8a77,Mapillary,1012143653702743,1018738539272846.0,
e9a5ff7f-5f30-42ac-8371-299ec99bf40d,Mapillary,383015147716530,1569749970423260.0,
f7d05e94-2165-4610-af6a-dd56880a47c0,Mapillary,945323057281319,1022634162604193.0,
9cba81d4-5158-479c-a395-692433df6df5,Mapillary,935084285035287,1569749970423260.0,
fda5d3a5-dab4-4a33-967a-64c20e3be451,Mapillary,493907663306878,1018738539272846.0,
d39e9c08-1cb9-4c1b-9fe0-84331c65b0e6,Mapillary,1190794169013827,510172281464306.0,
3971d29d-6460-4cc4-b72a-a81044ad773c,Mapillary,408386125580126,809158371322783.0,
9dfe910e-5629-4b5f-98ad-1fcb88d09b86,Mapillary,472465962391143,988066229627404.0,
99db161d-466c-4d9e-9148-b83136272202,Mapillary,1203286370825396,1611386306260864.0,
810b5e01-7653-4c1a-9183-3e8b0be1c495,Mapillary,1147210903250016,6378155729136239.0,
d2333f04-cd96-46dd-89d6-ff01f40a4a7d,Mapillary,1695703581283656,988066229627404.0,
ccf64769-b225-491f-ac7a-89873c5eeb36,Mapillary,1900524643723625,1022634162604193.0,
3ff40256-158c-478c-a276-1c3b0f101b33,Mapillary,2699366130262124,486601897187529.0,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An9BDsv9vbgNB9Bx6pyGG192hQmm9M-wv-rxVW5NTNpbUyohZeXH8jbrhw706EZ9CrSy6vzqft1UEtVMFELQXl1zLr3Esw2jQIgf7YOOb1b8j4aepXaBJiEAgaWjlCPrC-tlTcRPoj7Msg?ccb=10-5&oh=00_AYBOR-P-MgDY9kkmgf-k7Zl7jqb1eyAPyCyQ1yfvqhu0DQ&oe=66BDE622&_nc_sid=fbd883
5da5f54c-f771-4064-8433-869eae00e0a7,Mapillary,1530352757691885,680444067598418.0,
7430169d-7ccf-481e-82ba-6b570e4a4a0e,Mapillary,464780013087991,7878841428863067.0,
3bb60e0c-6e90-41b1-b628-1a7324e1f7ab,Mapillary,1223142132188212,2197868900577594.0,
f35bf685-fa8b-4192-abd3-786745730de8,Mapillary,484602677513181,6378155729136239.0,
35c4ae22-ee6a-4583-b035-44e31722ceb4,Mapillary,1856995651474763,680444067598418.0,
1b091d15-4637-4306-aff7-0312b89d4a93,Mapillary,977510097183349,1160628541656852.0,
76c1783f-0129-46ba-a90d-5d8a2e259790,Mapillary,994127679384407,6378155729136239.0,
f3e9e74e-9a38-4ece-9736-d968c3715f3a,Mapillary,841887337849799,1569749970423260.0,
3a85f24f-bbf6-4442-bf74-34d1992fe082,Mapillary,1948649808921895,809158371322783.0,
666bee3f-4a00-4bb5-8b44-2ad8c1bb0b8d,Mapillary,1167501744338265,1569749970423260.0,
f309db57-6f74-4f44-87f1-b4215a007d1a,Mapillary,971955161080560,486601897187529.0,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An9BDsv9vbgNB9Bx6pyGG192hQmm9M-wv-rxVW5NTNpbUyohZeXH8jbrhw706EZ9CrSy6vzqft1UEtVMFELQXl1zLr3Esw2jQIgf7YOOb1b8j4aepXaBJiEAgaWjlCPrC-tlTcRPoj7Msg?ccb=10-5&oh=00_AYBOR-P-MgDY9kkmgf-k7Zl7jqb1eyAPyCyQ1yfvqhu0DQ&oe=66BDE622&_nc_sid=fbd883
cb722be0-eed5-4d9d-b0df-9f6137d61dfd,Mapillary,1418478882193413,1018738539272846.0,
a954fb39-d83a-46f7-8504-52b750909e95,Mapillary,7701903153197587,1022634162604193.0,
0779dc72-927d-491e-bf61-bb84fa6ffa6d,Mapillary,997972854986021,6378155729136239.0,
ad6261a8-f7da-4e8b-9b84-9d7a837201d8,Mapillary,2181366235530913,504212178614871.0,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An_0Dkp3lPQucscUpququOzV0eOkakVwSA0k48lEMspj3o2bOKNtiEI08Ry9XwDutsN3auYrZnCB6HW5PCQ_-Ec-cCjzAJF_9MWl2C8yzf6B90orsUh4VjO8p5-k1jVzpj19aUp83yXQ3w?ccb=10-5&oh=00_AYBJBuzeW43BS8NwS1frp6vwBxHAsGA-Zdrwt4nRcqDpkw&oe=66BDF316&_nc_sid=fbd883
c9c5b5dc-2a19-40d1-9ec0-57bd46c3a082,Mapillary,1139667627290295,988066229627404.0,
9e0016d9-d809-4721-b829-45c4c2de0326,Mapillary,999620331815866,1554489278745575.0,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An9h0ZsZSl7Y2j0ZliUhXenlCHhFUe47nFlAUtQoLgbdsUP0u8S_rx_skSUFFxvXWhCmezlm6VRNwhECaJFT0mmOpDK4tGNGGrV1YSfXtUaxbYA9fNw16ypJ-UtQzRGs1jKMaLR7R5913Q?ccb=10-5&oh=00_AYDucHyXb0coCmMIKs3SK2Y_aV40k9RHc20wmxsshwyIjA&oe=66BDC1F6&_nc_sid=fbd883
b7c4ea30-b0e0-4ed7-ac26-be3bb9b35764,Mapillary,492773613173141,504212178614871.0,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An_0Dkp3lPQucscUpququOzV0eOkakVwSA0k48lEMspj3o2bOKNtiEI08Ry9XwDutsN3auYrZnCB6HW5PCQ_-Ec-cCjzAJF_9MWl2C8yzf6B90orsUh4VjO8p5-k1jVzpj19aUp83yXQ3w?ccb=10-5&oh=00_AYBJBuzeW43BS8NwS1frp6vwBxHAsGA-Zdrwt4nRcqDpkw&oe=66BDF316&_nc_sid=fbd883
