,pt_idx,line_i,index,u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,from,to,ref,access,bridge,tunnel,service,junction,road_width,est_width,geometry_wkt,uuid,source,orig_id,city,city_ascii,city_id,city_lat,city_lon,country,iso2,iso3,admin_name,capital,population,continent,lat,lon,snap_dist,l_geom_wkt,og_pt_wkt,snp_pt_wkt
62,1787,11907,11907,4816030293,5138687764,0,"[149654680, 528903517]",,,footway,,False,39.573,5138687764,4816030293,,,yes,,,,,,"LINESTRING (368432.05891932675 145540.71297633156, 368420.53986508143 145535.13544539828, 368395.2552191842 145526.32520160344)",e6272335-608f-4018-be35-3d19c375bce2,Mapillary,1464736377545908,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3164518148005158,103.81738364696504,0.4909063424611722,"LINESTRING (368432.05891932675 145540.71297633156, 368420.53986508143 145535.13544539828, 368395.2552191842 145526.32520160344)",POINT (368429.51522732666 145538.93589413364),POINT (368429.30128976254 145539.37773093124)
63,1788,2710,2710,1110030644,5138703197,0,528905421,,,footway,,False,11.263,5138703197,1110030644,,,,,,,2,,"LINESTRING (368057.0832130925 145125.8253587507, 368068.1312627129 145123.59797449462)",3945a134-ba7c-40b8-8829-e8f0d3ffad7a,Mapillary,1933422603786746,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3127406145798517,103.81405770778656,3.3645771814244694,"LINESTRING (368057.0832130925 145125.8253587507, 368068.1312627129 145123.59797449462)",POINT (368059.2441377139 145128.82197190778),POINT (368058.57918847894 145125.5237569171)
64,1789,2700,2700,1110029828,1110034484,0,47248795,,,footway,,False,70.349,1110034484,1110029828,,,,,,,2,,"LINESTRING (368092.10955241136 145099.31990112274, 368095.7199230967 145110.34046894632, 368100.3086252294 145119.58064601888, 368104.7312033797 145130.46816301104, 368104.90566161636 145146.3989770287, 368108.3718117394 145158.32615893608, 368112.0582002923 145165.39989578727)",25324480-522a-49f4-bf3c-dcc2409798a2,Mapillary,1174735983725201,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3127406145798517,103.81447076797484,1.0669838688890876,"LINESTRING (368092.10955241136 145099.31990112274, 368095.7199230967 145110.34046894632, 368100.3086252294 145119.58064601888, 368104.7312033797 145130.46816301104, 368104.90566161636 145146.3989770287, 368108.3718117394 145158.32615893608, 368112.0582002923 145165.39989578727)",POINT (368105.2053098498 145128.80017785798),POINT (368104.216769899 145129.20172902802)
65,1790,22368,22368,9935081125,10661652683,0,1145688882,,,footway,,False,103.565,10661652683,9935081125,,,yes,,,,,,"LINESTRING (368104.1085269459 145201.77608097994, 368105.2202608291 145199.74135168892, 368104.6181711576 145197.14360761255, 368105.2294947724 145195.75033152915, 368107.03171025007 145194.99770642733, 368108.97868144553 145194.46612159276, 368109.41190511617 145192.9292092287, 368108.4099203779 145191.7578072707, 368107.1968165004 145191.20561037824, 368107.2623933904 145188.70704863893, 368105.4479339953 145187.10486964742, 368103.144946284 145187.7361223334, 368101.6217654116 145190.30170813948, 368099.9531261739 145191.16482435894, 368097.8496481646 145190.1597765443, 368094.6449181383 145189.8296332844, 368092.0299918926 145189.65398652395, 368090.70489957696 145187.58724669984, 368090.0468340132 145184.2709250775, 368087.9766214682 145183.02264166749, 368084.85036228213 145183.91961573018, 368084.41808262886 145187.4465080952, 368083.4404284748 145190.65305124896, 368080.29277027055 145193.352073348, 368079.76040034014 145196.9895677357, 368077.55853631656 145199.6881412583, 368073.35290166654 145200.4640178362, 368070.69344638113 145200.24417069514, 368068.16653929406 145197.96794759712, 368068.56582580705 145195.2591737109, 368070.03418976616 145194.4182631043, 368071.64697380597 145193.09084434618, 368071.9237114126 145190.0615206925, 368073.97015437414 145188.1147912409, 368077.5420700627 145188.43370466502, 368078.97675415105 145186.9626497011, 368078.7971647088 145183.67926733935, 368080.1760932798 145181.95396359515, 368079.39634919097 145180.1522957338, 368077.30386155745 145178.8598011131)",7ca1da5b-6ce6-40dd-a6e3-a82c6a81d594,Mapillary,678178527799347,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3133895387156826,103.81421327590942,0.6766380816385041,"LINESTRING (368104.1085269459 145201.77608097994, 368105.2202608291 145199.74135168892, 368104.6181711576 145197.14360761255, 368105.2294947724 145195.75033152915, 368107.03171025007 145194.99770642733, 368108.97868144553 145194.46612159276, 368109.41190511617 145192.9292092287, 368108.4099203779 145191.7578072707, 368107.1968165004 145191.20561037824, 368107.2623933904 145188.70704863893, 368105.4479339953 145187.10486964742, 368103.144946284 145187.7361223334, 368101.6217654116 145190.30170813948, 368099.9531261739 145191.16482435894, 368097.8496481646 145190.1597765443, 368094.6449181383 145189.8296332844, 368092.0299918926 145189.65398652395, 368090.70489957696 145187.58724669984, 368090.0468340132 145184.2709250775, 368087.9766214682 145183.02264166749, 368084.85036228213 145183.91961573018, 368084.41808262886 145187.4465080952, 368083.4404284748 145190.65305124896, 368080.29277027055 145193.352073348, 368079.76040034014 145196.9895677357, 368077.55853631656 145199.6881412583, 368073.35290166654 145200.4640178362, 368070.69344638113 145200.24417069514, 368068.16653929406 145197.96794759712, 368068.56582580705 145195.2591737109, 368070.03418976616 145194.4182631043, 368071.64697380597 145193.09084434618, 368071.9237114126 145190.0615206925, 368073.97015437414 145188.1147912409, 368077.5420700627 145188.43370466502, 368078.97675415105 145186.9626497011, 368078.7971647088 145183.67926733935, 368080.1760932798 145181.95396359515, 368079.39634919097 145180.1522957338, 368077.30386155745 145178.8598011131)",POINT (368076.58821887785 145200.55520662153),POINT (368076.46546082955 145199.88979730758)
66,1791,2726,2726,1110031600,1110034484,0,47248795,,,footway,,False,18.535,1110034484,1110031600,,,,,,,2,,"LINESTRING (368092.10955241136 145099.31990112274, 368093.4520299176 145091.1161240014, 368093.32483809855 145081.0004514665)",6477bf50-30e9-4447-bccc-2adcba417f48,Mapillary,1506455990270022,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3123437518022172,103.81440103054048,4.050278904625102,"LINESTRING (368092.10955241136 145099.31990112274, 368093.4520299176 145091.1161240014, 368093.32483809855 145081.0004514665)",POINT (368097.42483267654 145084.9289182895),POINT (368093.37487390626 145084.97984141114)
67,1792,2727,2727,1110031600,7386404874,0,47248795,,,footway,,False,61.565000000000005,7386404874,1110031600,,,,building_passage,,,2,,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",7e68a570-72af-4cc0-9089-6fb92cdd1561,Mapillary,1186552415994976,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3118986218550646,103.81458342075348,2.3795202751561026,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",POINT (368117.6960599201 145035.70821511012),POINT (368115.42538994754 145034.99675561333)
68,1793,4743,4743,1625964814,4816030296,0,47257453,,Red Brick Path,footway,,False,57.33,4816030296,1625964814,,,,,,,,,"LINESTRING (368376.0557903213 145538.37367928406, 368377.08998355316 145560.52828204338, 368370.8913008808 145581.9456032975, 368367.91187752166 145587.43051378103, 368362.4834677338 145590.69444418632)",a19cd3fe-a98b-4529-b2a5-00824c5b2cd4,Mapillary,1125851955292095,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.316634156865632,103.81693840026855,2.9549823556159773,"LINESTRING (368376.0557903213 145538.37367928406, 368377.08998355316 145560.52828204338, 368370.8913008808 145581.9456032975, 368367.91187752166 145587.43051378103, 368362.4834677338 145590.69444418632)",POINT (368379.9823554284 145559.11810050157),POINT (368377.0305874088 145559.25589121445)
69,1794,2700,2700,1110029828,1110034484,0,47248795,,,footway,,False,70.349,1110034484,1110029828,,,,,,,2,,"LINESTRING (368092.10955241136 145099.31990112274, 368095.7199230967 145110.34046894632, 368100.3086252294 145119.58064601888, 368104.7312033797 145130.46816301104, 368104.90566161636 145146.3989770287, 368108.3718117394 145158.32615893608, 368112.0582002923 145165.39989578727)",9a70364a-4978-49fa-b8d2-87069d612983,Mapillary,1193013402049073,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3126494434067697,103.81443321704865,1.020704556914591,"LINESTRING (368092.10955241136 145099.31990112274, 368095.7199230967 145110.34046894632, 368100.3086252294 145119.58064601888, 368104.7312033797 145130.46816301104, 368104.90566161636 145146.3989770287, 368108.3718117394 145158.32615893608, 368112.0582002923 145165.39989578727)",POINT (368101.0222431284 145118.7227817673),POINT (368100.10805850255 145119.17676884023)
70,1795,11361,11361,4715285280,5215244306,0,"[478122500, 478294259, 478294260, 481653402, 652399772]","['4', '5']",Farrer Road,trunk,70,True,206.50400000000002,5215244306,4715285280,,,,,,,,,"LINESTRING (367072.2133034557 145413.92468972344, 367080.0953755305 145422.57735925476, 367120.3259578225 145459.21807762663, 367130.3893556305 145468.77625118915, 367164.73106266954 145499.83676658844, 367190.94743126415 145525.43976232363, 367207.96786537045 145540.55550944534, 367222.69561033556 145554.57786109447)",79dd4b57-a242-406b-a332-de3f820fe246,Mapillary,491222443287357,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3157546244285356,103.8055819272995,5.123770524355422,"LINESTRING (367072.2133034557 145413.92468972344, 367080.0953755305 145422.57735925476, 367120.3259578225 145459.21807762663, 367130.3893556305 145468.77625118915, 367164.73106266954 145499.83676658844, 367190.94743126415 145525.43976232363, 367207.96786537045 145540.55550944534, 367222.69561033556 145554.57786109447)",POINT (367116.3025792357 145462.48407148133),POINT (367119.75267672754 145458.69595167288)
71,1796,12632,12632,5138687764,5146317039,0,529822846,,,footway,,False,19.272,5146317039,5138687764,,,,,,,,,"LINESTRING (368445.87228381133 145527.37357278718, 368442.93638039386 145530.78003844424, 368432.05891932675 145540.71297633156)",41631712-3393-4c76-88df-df7d48fd7725,Mapillary,1619504552141979,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3163606437629485,103.81748020648956,3.2325317471779424,"LINESTRING (368445.87228381133 145527.37357278718, 368442.93638039386 145530.78003844424, 368432.05891932675 145540.71297633156)",POINT (368440.25458940305 145528.85144746807),POINT (368442.4343472511 145531.23847851533)
72,1797,2727,2727,1110031600,7386404874,0,47248795,,,footway,,False,61.565000000000005,7386404874,1110031600,,,,,,,2,,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",01477e3d-8839-4466-9917-a795fdcddd6e,Mapillary,450480427795600,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3122901216922855,103.81442785263062,5.084077470654668,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",POINT (368100.40651451785 145078.99845748057),POINT (368096.0267075238 145076.41676531793)
73,1798,11909,11909,4816030294,4816030296,0,152773938,,Red Brick Path,footway,,False,15.905999999999999,4816030296,4816030294,,,,,,,,,"LINESTRING (368376.0557903213 145538.37367928406, 368383.0742718072 145532.82052067513, 368386.6877398099 145526.9262592807)",e1770a39-97d4-4708-b969-c41951835a6a,Mapillary,1381213982565142,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3164410887962532,103.8169115781784,0.10877476460321468,"LINESTRING (368376.0557903213 145538.37367928406, 368383.0742718072 145532.82052067513, 368386.6877398099 145526.9262592807)",POINT (368376.9877434154 145537.775004949),POINT (368376.92025005585 145537.68970198403)
74,1799,12645,12645,5138702697,7386404874,0,47248795,,,footway,,False,93.698,7386404874,5138702697,,,,,,,2,,"LINESTRING (368118.2006524552 145025.28027546822, 368119.77642803313 145016.29145245862, 368119.8525103407 145012.47728800014, 368120.37416472344 145009.7021242964, 368120.2619783941 145007.76747461615, 368119.582556199 145006.34164406036, 368117.0223890498 145004.31971029757, 368114.01760808646 145003.2819217143, 368108.3525115852 145000.211191361, 368106.38283957925 144999.80307287085, 368104.3911963481 144999.9919588398, 368102.5333546134 145000.76672004623, 368100.9984314261 145002.0388233491, 368099.89765486197 145003.71977249332, 368099.35333809024 145005.63262240202, 368099.6775869009 145008.93804697902, 368101.1592003927 145012.57458662477, 368102.5623697491 145015.03928620252, 368103.65405655396 145017.65890956178, 368105.146723703 145021.14066767157, 368105.90478397114 145024.14738963766, 368105.6852033825 145030.39382021324, 368102.4286815658 145038.1783966205, 368099.70449565945 145042.24809131768, 368095.72305380576 145046.51737990376, 368091.8283228633 145045.92223144387)",3251748b-164f-4360-8b1f-9ab330299115,Mapillary,851284626920761,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.311678738357955,103.8144063949585,2.497839066491987,"LINESTRING (368118.2006524552 145025.28027546822, 368119.77642803313 145016.29145245862, 368119.8525103407 145012.47728800014, 368120.37416472344 145009.7021242964, 368120.2619783941 145007.76747461615, 368119.582556199 145006.34164406036, 368117.0223890498 145004.31971029757, 368114.01760808646 145003.2819217143, 368108.3525115852 145000.211191361, 368106.38283957925 144999.80307287085, 368104.3911963481 144999.9919588398, 368102.5333546134 145000.76672004623, 368100.9984314261 145002.0388233491, 368099.89765486197 145003.71977249332, 368099.35333809024 145005.63262240202, 368099.6775869009 145008.93804697902, 368101.1592003927 145012.57458662477, 368102.5623697491 145015.03928620252, 368103.65405655396 145017.65890956178, 368105.146723703 145021.14066767157, 368105.90478397114 145024.14738963766, 368105.6852033825 145030.39382021324, 368102.4286815658 145038.1783966205, 368099.70449565945 145042.24809131768, 368095.72305380576 145046.51737990376, 368091.8283228633 145045.92223144387)",POINT (368097.98689253285 145011.40845290103),POINT (368100.300108805 145010.46599309798)
75,1800,2711,2711,1110030644,1110034412,0,528905429,,,footway,,False,40.105000000000004,1110034412,1110030644,,,,,,,2,,"LINESTRING (368070.2600481884 145084.1069098834, 368067.5830551649 145093.8369720544, 368068.4018884811 145107.6780030024, 368068.1312627129 145123.59797449462)",cbe0ccf7-26c0-439e-8970-05a4dc50feed,Mapillary,975584684347818,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3126601694273177,103.81414353847504,0.5964887938678242,"LINESTRING (368070.2600481884 145084.1069098834, 368067.5830551649 145093.8369720544, 368068.4018884811 145107.6780030024, 368068.1312627129 145123.59797449462)",POINT (368068.7902942245 145119.92387374412),POINT (368068.1938915959 145119.91373541445)
76,1801,2712,2712,1110030644,5138703158,0,528905429,,,footway,,False,29.795,5138703158,1110030644,,,,,,,2,,"LINESTRING (368061.64355439716 145145.645612267, 368064.9817147821 145145.77669431583, 368067.7741491768 145144.84671235297, 368070.4325405809 145142.82230479643, 368071.677337468 145139.81463296805, 368071.9873622572 145136.58629555107, 368071.329365019 145133.41369444557, 368068.1312627129 145123.59797449462)",3f1b26f3-70ec-4356-9547-08a22b9292d2,Mapillary,1141076127010782,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3127620666200954,103.81414353847504,1.719923924421122,"LINESTRING (368061.64355439716 145145.645612267, 368064.9817147821 145145.77669431583, 368067.7741491768 145144.84671235297, 368070.4325405809 145142.82230479643, 368071.677337468 145139.81463296805, 368071.9873622572 145136.58629555107, 368071.329365019 145133.41369444557, 368068.1312627129 145123.59797449462)",POINT (368068.79563641927 145131.18906097647),POINT (368070.43095076847 145130.65625211297)
77,1802,2728,2728,1110031600,5138702697,0,528905423,,,footway,,False,39.253,5138702697,1110031600,,,,,,,2,,"LINESTRING (368091.8283228633 145045.92223144387, 368088.0945514117 145056.2608427136, 368086.89776658756 145066.6645845177, 368087.346535305 145074.44740574216, 368087.55887045315 145076.39306357835, 368088.37198464375 145078.17260495605, 368089.68565632135 145079.62024568825, 368091.39967441035 145080.59231248352, 368093.32483809855 145081.0004514665)",c28965f3-72ef-40cb-8c2d-56d0ac1918b8,Mapillary,484563840761560,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3122096765252564,103.81432592868804,1.9615215504237653,"LINESTRING (368091.8283228633 145045.92223144387, 368088.0945514117 145056.2608427136, 368086.89776658756 145066.6645845177, 368087.346535305 145074.44740574216, 368087.55887045315 145076.39306357835, 368088.37198464375 145078.17260495605, 368089.68565632135 145079.62024568825, 368091.39967441035 145080.59231248352, 368093.32483809855 145081.0004514665)",POINT (368089.0612291064 145070.1102629908),POINT (368087.1029603219 145070.2231795985)
78,1803,2727,2727,1110031600,7386404874,0,47248795,,,footway,,False,61.565000000000005,7386404874,1110031600,,,,,,,2,,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",87c5ac38-e1ea-43b2-b157-1e9f1f0b714b,Mapillary,455279847454532,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3122901216922855,103.8144224882126,4.5700079114812135,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",POINT (368099.8096161068 145078.99874038468),POINT (368095.8726673233 145076.67809250383)
79,1804,2700,2700,1110029828,1110034484,0,47248795,,,footway,,False,70.349,1110034484,1110029828,,,,,,,2,,"LINESTRING (368092.10955241136 145099.31990112274, 368095.7199230967 145110.34046894632, 368100.3086252294 145119.58064601888, 368104.7312033797 145130.46816301104, 368104.90566161636 145146.3989770287, 368108.3718117394 145158.32615893608, 368112.0582002923 145165.39989578727)",f26b0c22-1ad9-4048-994c-c6b845cc5ff2,Mapillary,386868367700356,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3126440803964954,103.81443858146667,1.8188961277245603,"LINESTRING (368092.10955241136 145099.31990112274, 368095.7199230967 145110.34046894632, 368100.3086252294 145119.58064601888, 368104.7312033797 145130.46816301104, 368104.90566161636 145146.3989770287, 368108.3718117394 145158.32615893608, 368112.0582002923 145165.39989578727)",POINT (368101.6188603675 145118.12959424686),POINT (368099.98978282034 145118.9385994809)
80,1805,11907,11907,4816030293,5138687764,0,"[149654680, 528903517]",,,footway,,False,39.573,5138687764,4816030293,,,yes,,,,,,"LINESTRING (368432.05891932675 145540.71297633156, 368420.53986508143 145535.13544539828, 368395.2552191842 145526.32520160344)",dadc4f70-0ada-4807-a9dd-5a5a68c0e480,Mapillary,1189948115520838,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3164142737854403,103.8173246383667,1.3613015423358206,"LINESTRING (368432.05891932675 145540.71297633156, 368420.53986508143 145535.13544539828, 368395.2552191842 145526.32520160344)",POINT (368422.9473941999 145534.78868694173),POINT (368422.3541373792 145536.01391681153)
81,1806,2727,2727,1110031600,7386404874,0,47248795,,,footway,,False,61.565000000000005,7386404874,1110031600,,,,,,,2,,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",eb6269a2-4a4c-412d-8fe3-9df0fc8206ce,Mapillary,1192048992222656,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.312113142321408,103.81451368331908,4.033246361748922,"LINESTRING (368118.2006524552 145025.28027546822, 368117.85664261354 145027.237252157, 368114.9568808853 145036.4920332284, 368110.98953583173 145047.02975196516, 368105.7765967779 145058.89471471103, 368098.2723729516 145072.60702328544, 368093.32483809855 145081.0004514665)",POINT (368109.94761688786 145059.4280784019),POINT (368106.2550493844 145057.8057278088)
82,1807,22893,22893,10655124313,10655124318,0,1144801770,,,footway,,False,14.167,10655124318,10655124313,,,,,,,,,"LINESTRING (368001.7752084344 145087.96457102112, 368005.3534401787 145101.5942422396)",d01d93a8-02c0-4859-9e0d-5fb7ddcf6000,Mapillary,789991626585454,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3124402859971551,103.81354808807372,1.2272641606076806,"LINESTRING (368001.7752084344 145087.96457102112, 368005.3534401787 145101.5942422396)",POINT (368002.5230340796 145095.64620527547),POINT (368003.71007250197 145095.33456910343)
83,1808,17026,17026,6985965255,7950290077,0,746516608,4,Farrer Road,footway,70,False,183.13500000000002,7950290077,6985965255,,,,,,,,,"LINESTRING (366975.9353507325 145259.95681783662, 366992.8127856196 145301.71636630181, 367000.7338899836 145322.16522307438, 367024.633131025 145365.29228462762, 367055.9875397078 145408.55949328924, 367063.68112567056 145418.61629958745)",86d5841e-661b-41e8-bbd4-39c5a2a1d306,Mapillary,783090337373731,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3151271529271753,103.80494356155396,0.3392273487960757,"LINESTRING (366975.9353507325 145259.95681783662, 366992.8127856196 145301.71636630181, 367000.7338899836 145322.16522307438, 367024.633131025 145365.29228462762, 367055.9875397078 145408.55949328924, 367063.68112567056 145418.61629958745)",POINT (367045.238307931 145393.14809134728),POINT (367044.96362273785 145393.34714721594)
84,1809,2711,2711,1110030644,1110034412,0,528905429,,,footway,,False,40.105000000000004,1110034412,1110030644,,,,,,,2,,"LINESTRING (368070.2600481884 145084.1069098834, 368067.5830551649 145093.8369720544, 368068.4018884811 145107.6780030024, 368068.1312627129 145123.59797449462)",98fc9cb9-f2e3-4ee4-aeec-4bedd9e4a327,Mapillary,1019500215701242,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3126601694273177,103.81414353847504,0.5964887938678242,"LINESTRING (368070.2600481884 145084.1069098834, 368067.5830551649 145093.8369720544, 368068.4018884811 145107.6780030024, 368068.1312627129 145123.59797449462)",POINT (368068.7902942245 145119.92387374412),POINT (368068.1938915959 145119.91373541445)
85,1810,11361,11361,4715285280,5215244306,0,"[478122500, 478294259, 478294260, 481653402, 652399772]","['4', '5']",Farrer Road,trunk,70,True,206.50400000000002,5215244306,4715285280,,,,,,,,,"LINESTRING (367072.2133034557 145413.92468972344, 367080.0953755305 145422.57735925476, 367120.3259578225 145459.21807762663, 367130.3893556305 145468.77625118915, 367164.73106266954 145499.83676658844, 367190.94743126415 145525.43976232363, 367207.96786537045 145540.55550944534, 367222.69561033556 145554.57786109447)",5a9773d9-1576-4f06-9fa1-83ce572a4ecc,Mapillary,1172206017311146,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3161783016778088,103.80605399608612,3.8897982972581433,"LINESTRING (367072.2133034557 145413.92468972344, 367080.0953755305 145422.57735925476, 367120.3259578225 145459.21807762663, 367130.3893556305 145468.77625118915, 367164.73106266954 145499.83676658844, 367190.94743126415 145525.43976232363, 367207.96786537045 145540.55550944534, 367222.69561033556 145554.57786109447)",POINT (367168.85215117957 145509.2984698509),POINT (367171.5699065358 145506.51560502895)
86,1811,22368,22368,9935081125,10661652683,0,1145688882,,,footway,,False,103.565,10661652683,9935081125,,,,,,,,,"LINESTRING (368104.1085269459 145201.77608097994, 368105.2202608291 145199.74135168892, 368104.6181711576 145197.14360761255, 368105.2294947724 145195.75033152915, 368107.03171025007 145194.99770642733, 368108.97868144553 145194.46612159276, 368109.41190511617 145192.9292092287, 368108.4099203779 145191.7578072707, 368107.1968165004 145191.20561037824, 368107.2623933904 145188.70704863893, 368105.4479339953 145187.10486964742, 368103.144946284 145187.7361223334, 368101.6217654116 145190.30170813948, 368099.9531261739 145191.16482435894, 368097.8496481646 145190.1597765443, 368094.6449181383 145189.8296332844, 368092.0299918926 145189.65398652395, 368090.70489957696 145187.58724669984, 368090.0468340132 145184.2709250775, 368087.9766214682 145183.02264166749, 368084.85036228213 145183.91961573018, 368084.41808262886 145187.4465080952, 368083.4404284748 145190.65305124896, 368080.29277027055 145193.352073348, 368079.76040034014 145196.9895677357, 368077.55853631656 145199.6881412583, 368073.35290166654 145200.4640178362, 368070.69344638113 145200.24417069514, 368068.16653929406 145197.96794759712, 368068.56582580705 145195.2591737109, 368070.03418976616 145194.4182631043, 368071.64697380597 145193.09084434618, 368071.9237114126 145190.0615206925, 368073.97015437414 145188.1147912409, 368077.5420700627 145188.43370466502, 368078.97675415105 145186.9626497011, 368078.7971647088 145183.67926733935, 368080.1760932798 145181.95396359515, 368079.39634919097 145180.1522957338, 368077.30386155745 145178.8598011131)",8df03721-f81b-4538-94b6-60b4f6913161,Mapillary,403171618717331,Singapore,Singapore,1702341327,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5271000.0,Asia,1.3133144565928774,103.81425619125366,0.1405416301511008,"LINESTRING (368104.1085269459 145201.77608097994, 368105.2202608291 145199.74135168892, 368104.6181711576 145197.14360761255, 368105.2294947724 145195.75033152915, 368107.03171025007 145194.99770642733, 368108.97868144553 145194.46612159276, 368109.41190511617 145192.9292092287, 368108.4099203779 145191.7578072707, 368107.1968165004 145191.20561037824, 368107.2623933904 145188.70704863893, 368105.4479339953 145187.10486964742, 368103.144946284 145187.7361223334, 368101.6217654116 145190.30170813948, 368099.9531261739 145191.16482435894, 368097.8496481646 145190.1597765443, 368094.6449181383 145189.8296332844, 368092.0299918926 145189.65398652395, 368090.70489957696 145187.58724669984, 368090.0468340132 145184.2709250775, 368087.9766214682 145183.02264166749, 368084.85036228213 145183.91961573018, 368084.41808262886 145187.4465080952, 368083.4404284748 145190.65305124896, 368080.29277027055 145193.352073348, 368079.76040034014 145196.9895677357, 368077.55853631656 145199.6881412583, 368073.35290166654 145200.4640178362, 368070.69344638113 145200.24417069514, 368068.16653929406 145197.96794759712, 368068.56582580705 145195.2591737109, 368070.03418976616 145194.4182631043, 368071.64697380597 145193.09084434618, 368071.9237114126 145190.0615206925, 368073.97015437414 145188.1147912409, 368077.5420700627 145188.43370466502, 368078.97675415105 145186.9626497011, 368078.7971647088 145183.67926733935, 368080.1760932798 145181.95396359515, 368079.39634919097 145180.1522957338, 368077.30386155745 145178.8598011131)",POINT (368081.35946651176 145192.25227927935),POINT (368081.45094990364 145192.35896919834)
