id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
1492761474670142,22.959202233702,1,"[0.85, 0, 0]",perspective,2.0000000009313,137.89438933795,"[0.6901667699863, -1.793004965938, 1.793004965938]",1,3024,1176197830074200.0,0,4032,Apple,iPhone,Point,"[103.81694096032, 1.3163790871179]",1176197830074236,filipb,105705978529028
