id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
7682487258494092,27.931613133289,1,"[0.85, 0, 0]",perspective,2,161.84649208911,"[0.32755397662143, -2.0503141364266, 2.0503141364266]",1,3024,483723794171540.0,0,4032,Apple,iPhone,Point,"[103.81601916184, 1.3175408147132]",483723794171537,filipb,105705978529028
