id,altitude,atomic_scale,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
917108653519545,324.3060432,1,spherical,-2.1004723282531,26.126383407261,"[1.5346474310201, -0.35466284590206, 0.35985826020644]",1,3840,809158371322780.0,0,7680,none,none,Point,"[9.1748645685959, 48.773289763662]",1384978666224690,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An8DHFdYEiEGTkHyRYKe3t35GWeKb9db67b2l5r2--vDQAwOVzgQPeFZ4qus9wTvROGsJ7-7GqVWO06Q2Ul8GFRTEiFEzKr2c3_s3SXK3O1-ahXL2B5cFZ162E4huZRX55--?ccb=10-5&oh=00_AYCmXnDcWGg1PblaW6gI0kjqMHKrTopIcQJLY6dGXE6Lww&oe=66BDE0BD&_nc_sid=5e042c,809158371322783,ZXStreetview,104948002204624
