id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
3463724490587847,335.92,1,"[0.49783338794688, -0.21467307224114, 0.036547379927739]",perspective,11.96915393509,330.69274237287,"[1.5703146743353, 0.38640288733725, -0.41876518243502]",1,3000,1022634162604200.0,0,4000,GoPro,HERO5 Black,Point,"[9.1669383430278, 48.775556705757]",2742360042597591,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An_B1A1kpIaneV674StEoJRb-h2eEGJpJJCcJuXepKc1EDvX1c_8TQwXVGDvso7ExlYqwpBcK9iiql9X86cIRp2s2Sz3kXdOr1LUjppf6fEBQCyQWPpKJt888FscoHcL_IGY?ccb=10-5&oh=00_AYAlHoXlo4r9i7cq1JSm3F6I9iTJetfRd2u0pQ9NwU8pfg&oe=66BDD394&_nc_sid=5e042c,1022634162604193,mfa,102609045317136
