id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
984874809502015,27.0213894099,1,"[0.85, 0, 0]",perspective,2,145.17550053972,"[0.58783579093125, -1.8743818510142, 1.8743818510142]",1,3024,8349070608451000.0,0,4032,Apple,iPhone,Point,"[103.81590499129, 1.3177220981388]",8349070608451028,filipb,105705978529028
