id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
793398942998301,22.207467248663,1,"[0.85, 0, 0]",perspective,2.0000000009313,322.55637827262,"[1.5095735465642, 0.51160302698584, -0.51160302698584]",1,3024,344915265311840.0,0,4032,Apple,iPhone,Point,"[103.80411267873, 1.3130640518068]",344915265311836,filipb,105705978529028
