id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
670808368580391,273.77998521645,1,"[0.41827381151087, 0.0099395849338274, -0.0026848459205685]",perspective,2.8413807218894,154.47305272253,"[0.4162759607277, -2.0489214269945, 1.87799578184]",1,3024,1160628541656900.0,0,4032,Apple,iPhone 13 Mini,Point,"[9.1699753121394, 48.769384536994]",974130984407485,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An-jj-0AAgqRx-pJ0ERmMAes5VCtrhamD-dVWVwbi7dPOIRtyqqtBbl1Uj5HJko6lj9tmmw3FbDmNssiZmTVKaDuIFXKNoUllnEgAOsq4DdeYPd2ZWFsRv8BAhQ8Hasp3v0?ccb=10-5&oh=00_AYD_OH_pYhn4NZv2mZnrfrNV17VJJt9FhmpZ6C4_RaN4zw&oe=66BDE7F7&_nc_sid=5e042c,1160628541656852,tobi7524,968317788412627
