id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
481062501135409,287.30777821969,1,"[0.41123189953496, -0.00075434731237277, -0.0003312022017194]",perspective,4.3576484583318,139.4753647584,"[0.67385358079994, -1.781342646388, 1.8437172976557]",1,3024,1266816281390500.0,0,4032,Apple,iPhone 13 Mini,Point,"[9.1687831191212, 48.77111022806]",783125530564555,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An-TrK5i1iwVGCwhjfNxK3nR-Oy8VGjWELirdh04Gql-PBZX-FZUuG3a3znAJVFw2m7FW53wMBi1y9yWPbBukbr7SevQWOt3qbLDz5GWVB1hiUoA7-NiHFY2IBX6Y9HvFPA?ccb=10-5&oh=00_AYDXIKC2Kwmh3RrTJzG0FzNhLhiYhp7G9T52VHPn1ihneg&oe=66BDCE84&_nc_sid=5e042c,1266816281390461,tobi7524,968317788412627
