id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,sfm_cluster.url,creator.username,creator.id
809330924508235,334.481,1.0303349133316,"[0.50013462809913, -0.19345212726232, 0.029203346344553]",perspective,8.2924594720826,47.728642360028,"[1.3959307320453, -1.1110490969411, 0.23174567030188]",1,3000,339723641,0,4000,GoPro,HERO5 Black,Point,"[9.1665527157638, 48.774148514357]",1376863866323588,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An_IYh-sZNVMqi0dPZKV3TCjPOgjH9nr_Q3tJf3jCa-ECZuYaIq7hyZV6thzdRXuYFb8D8xrNlJAw_SIdJGZDWLTD6lRzYrXu6jomKFAN5Pwv1aIuXjLS1t46_ytmoFr4CJ-?ccb=10-5&oh=00_AYBkeH6sh33txlvsTvV96_C2bsf-mGRBbwcftn1irRlm8Q&oe=66BDD580&_nc_sid=5e042c,486601897187529,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An9BDsv9vbgNB9Bx6pyGG192hQmm9M-wv-rxVW5NTNpbUyohZeXH8jbrhw706EZ9CrSy6vzqft1UEtVMFELQXl1zLr3Esw2jQIgf7YOOb1b8j4aepXaBJiEAgaWjlCPrC-tlTcRPoj7Msg?ccb=10-5&oh=00_AYBOR-P-MgDY9kkmgf-k7Zl7jqb1eyAPyCyQ1yfvqhu0DQ&oe=66BDE622&_nc_sid=fbd883,mfa,102609045317136
