id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,sfm_cluster.url,creator.username,creator.id
769101411781590,37.898195221089,1.1122983232685,"[0.40025079587698, -0.00047390721448675, 0.00020942892275477]",perspective,1.9825417306274,313.33523538346,"[1.4296639515755, 0.6381794992938, -0.62558164032748]",1,3024,1604351020,0,4032,Apple,iPhone,Point,"[103.81358652415, 1.3124164976423]",999334224709788,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An9h2bY6EIemCahnkmAv0nKmXN1wLHCPeBv5Y9gdW45gwq7f09NF5q5ShrXDP-LNek9eymAP07QjZiLn32WGviBwz2NQjCZcNMjFxqiOG3ZVCSH5OeIk0R66Q-aamE0VqnE?ccb=10-5&oh=00_AYC_j-ivfANHuqTRMen190rryvX-4x9IIJRemJ7SiK4zLQ&oe=66BDD52C&_nc_sid=5e042c,437361349114377,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An-YzFwTA0e8XX1xa5i41GGrPNNDZV5CK30fr0oupywPfecWWRA1Z0AOdPh06R90Qn4DVHqa9y7zWVaElhyTWBOREnpyrvk03q3yXvUeA9OUjz-W-rIZIZKd39Re_FZa2m7XJXau7tjzEA?ccb=10-5&oh=00_AYBc-jz3jHWNwjTQdmcWzJ7wiq_ktNuiKcSPIzeCufRyow&oe=66BDEF86&_nc_sid=fbd883,filipb,105705978529028
