id,altitude,atomic_scale,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
1946448535814417,320.05592016667,1,spherical,3.0199337145314,31.963399871398,"[1.5197263894556, -0.43687557827248, 0.43655560676443]",1,3840,6378155729136200.0,0,7680,none,none,Point,"[9.1687708324218, 48.765362482803]",511887847843645,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An882LvTAa8-XDYl3CTCVXBcFPIWkwU9Byvtbs36YLwpipknPNkYLrJVXvdDR-lbs_qHF1QAt1c4p4A-y6EBJLJIR_DsPLVFt_xzzv0QKzmuKW7DUy1JO67kmgcVahO1gTc?ccb=10-5&oh=00_AYBPbrS-YxseSyozy0NKMyyKIg6jenL4-AeOeIOjpfAnXQ&oe=66BDC335&_nc_sid=5e042c,6378155729136239,ZXStreetview,104948002204624
