id,altitude,atomic_scale,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
3348247532145367,315.72370213333,1,spherical,3.2476453101262,304.61622409186,"[1.436485423323, 0.75040402659542, -0.75711845538161]",1,3840,809158371322780.0,0,7680,none,none,Point,"[9.1737079341226, 48.774103921892]",497214969432561,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An-n2K3DqZtK3JXWS9wExUEmA30UfRIrwedRRMxnW9463XM8jCFk_eD5qTBL8KOn43czjwEKeeAjmUbcP8Y0qjUdqWmwR7_TiWlcP1UaBKHRjUcnwHk7MzncPEb5j9fLtz0?ccb=10-5&oh=00_AYDvmsRfiRMwNJBCDHyb2I0JE53zDP608gaqOn0FygPEGQ&oe=66BDE013&_nc_sid=5e042c,809158371322783,ZXStreetview,104948002204624
