id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
1562362174345071,17.774459728971,1,"[0.85, 0, 0]",perspective,1.9999999990687,20.200205553583,"[1.5530354966041, -0.27664063028003, 0.27664063028003]",1,3024,1548087629439500.0,0,4032,Apple,iPhone,Point,"[103.80474767584, 1.3148171438854]",1548087629439537,filipb,105705978529028
