id,altitude,atomic_scale,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
339249452563500,321.8693598,1,spherical,-2.2078422484919,13.774303916204,"[1.5556942755134, -0.18191252040155, 0.19524316758342]",1,3840,809158371322780.0,0,7680,none,none,Point,"[9.1749137286906, 48.773358015186]",735006718651432,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An-RFi-Bs990AV-P96RS1-I5QqTSTuhF7FG62UJCaokd0G18b1X1uRnoNiLcYr6HTZ2FVnV4kDs-1ZD2MOvHXT-VoWN4Tkk0LmpgEzpKPKhY3I0TIcoErsxsLu9hJVBkHwo?ccb=10-5&oh=00_AYBvLFjpj4TQ5kMC0-9jCwVPVdXTE0ZqiXIss6devqw_6A&oe=66BDEB36&_nc_sid=5e042c,809158371322783,ZXStreetview,104948002204624
