id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
1003736771369588,19.362593098544,1,"[0.85, 0, 0]",perspective,1.9999999990687,31.413699388363,"[1.5277627142954, -0.4296318126056, 0.4296318126056]",1,3024,1484042808870200.0,0,4032,Apple,iPhone,Point,"[103.80506452885, 1.3152630643969]",1484042808870155,filipb,105705978529028
