id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
1538000426784118,26.738139170222,1,"[0.85, 0, 0]",perspective,2.0000000009313,153.25144381307,"[0.46637855525599, -1.9615580370566, 1.9615580370566]",1,3024,3720847828130700.0,0,4032,Apple,iPhone,Point,"[103.81598911485, 1.3175951846539]",3720847828130659,filipb,105705978529028
