id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
1095077235518475,279.31319868658,1,"[0.41827381151087, 0.0099395849338274, -0.0026848459205685]",perspective,4.6818010462448,153.19252397257,"[0.47331619568001, -2.0317753233407, 1.8929752781068]",1,3024,1160628541656900.0,0,4032,Apple,iPhone 13 Mini,Point,"[9.1696777283885, 48.769794417795]",1201431117883024,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An8NO9NK2Vzq4rS0uYlhDM8SoRVwoJIG81q0m5bFi4fHLtFqHDFl8QFPLFd6lEZGLNUidUThO_Zd4nRvNS-9rs2PM2TM2G5KsuwCn2llLLOaiPBRosHK5pIiJoof-qq4kaQr?ccb=10-5&oh=00_AYB2kD6tanXuLvwpAOoiJ2FWg0U9ehj7KqiArK9niOw2xg&oe=66BDCBC6&_nc_sid=5e042c,1160628541656852,tobi7524,968317788412627
