id,altitude,atomic_scale,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
1964912020590570,321.4674408,1,spherical,2.4077352937311,62.782179744818,"[1.3926732571391, -0.84769620629262, 0.85636558499107]",1,3840,1611386306260900.0,0,7680,none,none,Point,"[9.1664346914922, 48.763719278875]",7794699030644245,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An8HM3VvFwzSCpC0dczUE5SLC-nEfXbrF3m4J-KlxgujPQsSI2rZ--qVzbyPygOjJmBK-omoV3L8YoqBQbM_bUbKyLJPmDZUz_62Mq4-2WYsaI43FzicynKLMneEMigyAM_U?ccb=10-5&oh=00_AYCBW55ilWgSIEnvml9geWm6ZmGsXJqVwtmW9qyA4jRa_A&oe=66BDEAE9&_nc_sid=5e042c,1611386306260864,ZXStreetview,104948002204624
