id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,creator.username,creator.id
1811384699370477,285.00034374464,1,"[0.41123189953496, -0.00075434731237277, -0.0003312022017194]",perspective,3.7303972458467,157.19806624732,"[0.38692689528089, -1.9938872598308, 1.9993817149641]",1,3024,1266816281390500.0,0,4032,Apple,iPhone 13 Mini,Point,"[9.1686851478925, 48.771218373815]",879569270668424,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An_idSSXb1lf9N2ma8eDmJH1X9Lr5c3MA0MeAhBiVPZIDAA5fysr6RQiqKrk8WzwrssDzNsMj3WN8tEHZf92vtuwxIkW_K_uvs_5NtpGakKCvESrfABHOXXbMIgaaNI-_Q8?ccb=10-5&oh=00_AYAdw5RAKJ23k_faBddWpPmLBxBP0K_Vvg9sSa_iJcpNGQ&oe=66BDF8B0&_nc_sid=5e042c,1266816281390461,tobi7524,968317788412627
