id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,mesh.id,mesh.url,sfm_cluster.id,sfm_cluster.url,creator.username,creator.id
1161148541789568,322.981,0.98706331031535,"[0.49984476489601, -0.21044512720829, 0.034946497563086]",perspective,-0.40240056719631,38.414966759477,"[1.6783089493362, -0.61394512504472, 0.4625863119051]",1,3000,358793337,0,4000,GoPro,HERO5 Black,Point,"[9.1649808306201, 48.777847317918]",833332535527227,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40361-6/An_VSkCJ6ovsZy78prLVowPq5fVfYYNC58JKDGC0K7RVvN2JuW_YJ1vCkVlzDEABkYNuFkIBd3x0n1HFp04zcMDDBrBH0NjYeXHl6PXI9hiuumrEUVT6sRcQvAit11T9ZYY?ccb=10-5&oh=00_AYA6WZvjObB7LrQO09B4qnmQax199s1JfLsDeHZbXwMyug&oe=66BDD957&_nc_sid=5e042c,829627332103353,https://scontent-xsp1-3.xx.fbcdn.net/m1/v/t0.40383-6/An-oYviIwj2tZ8DR1X5HGfETt-VBHgRai_e15c0x6LS8HCNtwJbI_pPgzcbP0eEuQD5z8NW7MeAgLF50Nursmfc7ooHbMSi1MnCpkRLbq-_fxwd2mndln3iRCXAB1O_r8r0jMmS28XEo?ccb=10-5&oh=00_AYBLdVavYz_28Uj9oUtsPF5n1loewnXRDMUWZUL8EV27hQ&oe=66BDCB07&_nc_sid=fbd883,mfa,102609045317136
