id,altitude,atomic_scale,camera_parameters,camera_type,computed_altitude,computed_compass_angle,computed_rotation,exif_orientation,height,merge_cc,quality_score,width,make,model,computed_geometry.type,computed_geometry.coordinates,sfm_cluster.id,creator.username,creator.id
1493317568233688,23.968897900544,1,"[0.85, 0, 0]",perspective,1.9999999990687,66.573019609347,"[1.3753329349145, -0.90296140572838, 0.90296140572838]",1,3024,1584719305428000.0,0,4032,Apple,iPhone,Point,"[103.81719811284, 1.3163746655068]",1584719305427989,filipb,105705978529028
