mly_captured_at,heading,mly_creator_id,orig_id,mly_is_pano,mly_organization_id,mly_sequence_id,city_id,lat,lon,source,uuid
1719116190939,157.2236263710904,105705978529028,1199991311183935,False,,MmGcV1vIKLrBHX0zpw7sPb,1702341327,1.312295484703327,103.81441712379456,Mapillary,52db7cef-bead-4bc9-8f97-0ebf20f87d29
1719115302655,28.690476365558936,105705978529028,437530002378786,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.3122204025476663,103.81431519985199,Mapillary,d2e2cf22-d785-44c6-84d4-d9a8226e1d9b
1719115582992,202.358566992413,105705978529028,489920900360669,False,,2kFcjUgiThaAZ1Dl6x3Ond,1702341327,1.3132501004858312,103.81428837776184,Mapillary,4bf96045-ed53-44d5-a4e8-7346148cb660
1717817860451,117.56694483676375,105705978529028,1951970291929550,False,,ysnULZpCXWgH1JziFr6Bj2,1702341327,1.3172348129858165,103.81608009338379,Mapillary,e480ce03-02db-4912-be6c-6370f531998a
1717818150928,192.08593313610402,105705978529028,1002099964963521,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3162855617295008,103.81756603717804,Mapillary,536778bc-ffba-4ef6-b495-4a7c659774b6
1719115251740,37.195228177633055,105705978529028,3814759118811073,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.3117001904073078,103.81442248821259,Mapillary,b982edb5-dd45-4e15-9383-ef78c8e39c0b
1719115264719,293.5880739591949,105705978529028,1468921293988195,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.3118289026995313,103.81446540355682,Mapillary,bacde357-aff3-4716-8f0b-24e0318762d3
1719115395293,358.9655704111457,105705978529028,955886666220388,False,,O9eFWTxaRqVLU1BSZkMs43,1702341327,1.3127942446801057,103.81448686122894,Mapillary,6dafbbff-2e42-43d4-9189-24b0da07f781
1717818174888,122.28392325242356,105705978529028,3527314194248572,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3160817676273524,103.81774306297302,Mapillary,5d7087fd-cdbd-4143-98f4-90eb3cb8a853
1719110926659,318.19224930213045,105705978529028,1413767800024196,False,,aOgQztwpdLfhD5HUm1njX4,1702341327,1.3124724640613294,103.80394041538239,Mapillary,02c10631-2e86-4ca5-8009-4fece4b7ad49
1719114805479,0.6536467075230803,105705978529028,1150438086228207,False,,aWiYG4fVo6zlK5HA8etT9S,1702341327,1.3126494434067695,103.81414890289307,Mapillary,d4dd01b6-d9d9-44ba-bf13-cbb673ed67e9
1719115053074,143.8396228294015,105705978529028,2719673378215208,False,,sbhKcJIBmk58W1VYqrFi6Q,1702341327,1.3123437518022172,103.8143903017044,Mapillary,681e50f0-a583-4334-b5c1-e13b85541762
1719114998485,160.95276110441552,105705978529028,1500752704202206,False,,QtnRp5kUCqvXIhlbD6rOPi,1702341327,1.312504642125063,103.81443321704865,Mapillary,178cf2fa-e552-4c8a-badc-cbf84ec64df9
1719115272482,330.3001735947631,105705978529028,1875896832892390,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.3118986218550646,103.81441175937653,Mapillary,6bfbfd41-a4cf-40fc-9857-859a3b421fda
1719115391583,7.612940686286095,105705978529028,893655559159027,False,,O9eFWTxaRqVLU1BSZkMs43,1702341327,1.3127459775899268,103.81448149681091,Mapillary,77e51e63-2787-4dc3-9c4b-a079b7c44998
1717817811011,165.45937484488303,105705978529028,815816373814219,False,,ysnULZpCXWgH1JziFr6Bj2,1702341327,1.3178140169645758,103.81586015224457,Mapillary,cc1ed994-1360-49d0-ab8b-5768f2a2d7c5
1717818168437,130.5023975086475,105705978529028,1195620884947386,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.316113945644588,103.81765186786652,Mapillary,08b4951f-561b-449a-b5cf-a1dfdb731828
1719114626955,147.14095471853568,105705978529028,833645944899611,False,,5UpKSNJezMsAho4Irt8aTd,1702341327,1.3126065393241788,103.81374657154083,Mapillary,8d8f869a-33cc-4f1e-be4f-ec935dd13e0c
1719116216348,174.53958940739125,105705978529028,964606362106592,False,,MmGcV1vIKLrBHX0zpw7sPb,1702341327,1.3120219711254464,103.81453514099121,Mapillary,288517f4-8c2b-47c1-b035-fea271c79aea
1717817976792,173.10079295992404,105705978529028,1645653532878544,False,,bECUqphZBujP6tx7mceRTg,1702341327,1.316725327893181,103.81692230701447,Mapillary,93af3fad-ed09-4272-af2d-982697a29df3
1717818008334,144.24402634799,105705978529028,3752003515127738,False,,j6u2MLiKpk9T4lPsCodnWD,1702341327,1.3164357257941077,103.81690084934235,Mapillary,775d6b4e-cc30-4e8c-885d-2fcbd1fc8e6d
1717818154286,180.37387744788185,105705978529028,496610362702592,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3162319317042375,103.81754457950592,Mapillary,21a94199-4269-4307-b551-8ba22bfe7659
1719114987301,156.5500175610207,105705978529028,775404241420829,False,,QtnRp5kUCqvXIhlbD6rOPi,1702341327,1.3126226283552427,103.81433129310608,Mapillary,f22e1baf-2713-4c1a-b6da-8ac8efe965ee
1717818154970,161.09309601349554,105705978529028,475269161686118,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3162158426964226,103.81754457950592,Mapillary,b531fea3-c7ba-4538-9638-f52cce24a7db
1717818160461,110.20168957646656,105705978529028,1201093591326068,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3161407606586266,103.81758749485016,Mapillary,a04d052b-6cd2-4505-b635-212c76606072
1719115387698,20.682877687668395,105705978529028,1159809525330692,False,,O9eFWTxaRqVLU1BSZkMs43,1702341327,1.312708436519145,103.81446540355682,Mapillary,f26c8255-5700-40a9-a928-6d6eaa72280c
1717817857376,148.80155643494356,105705978529028,340831802444293,False,,ysnULZpCXWgH1JziFr6Bj2,1702341327,1.3172669909881591,103.81605327129364,Mapillary,7ee3e522-9766-4e35-ac54-e92a2490bd91
1719115380135,35.0108693750779,105705978529028,856901842949973,False,,O9eFWTxaRqVLU1BSZkMs43,1702341327,1.3126065393241788,103.81441175937653,Mapillary,3c79aeaf-a7ef-4317-88f4-839f40fd7199
1719116187274,154.80567444943898,105705978529028,492904009851462,False,,MmGcV1vIKLrBHX0zpw7sPb,1702341327,1.3123437518022172,103.81440103054047,Mapillary,9460f30f-9d46-402e-889a-1890e915584f
1717818172001,108.81727411804918,105705978529028,427436836804462,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.316087130630251,103.81769478321075,Mapillary,ae47a9d2-e489-4209-96f5-025a7bf2ecc8
1719115239646,286.19817134796443,105705978529028,1741117416693014,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.311609019196311,103.814497590065,Mapillary,ca266d9b-e1ab-4ec9-b86e-d472eb98ecc0
1717817862724,111.38724645483546,105705978529028,8032693816749279,False,,ysnULZpCXWgH1JziFr6Bj2,1702341327,1.3172079979835445,103.81610691547394,Mapillary,33383d3d-291d-407d-aa25-e692fad3dc77
1719114788314,181.75921535337443,105705978529028,1422774792454057,False,,S7q6jx3iI280kGrl4sMQpa,1702341327,1.3126548064170436,103.81416499614716,Mapillary,83532e09-e1b1-4936-90e5-29a71b85612f
1719115360389,11.806338242751167,105705978529028,422255140796764,False,,O9eFWTxaRqVLU1BSZkMs43,1702341327,1.3123705668567283,103.81436884403229,Mapillary,c460561d-90f5-48a6-8408-f86217fe3f04
1719114980319,214.61207936881215,105705978529028,1840869163052230,False,,QtnRp5kUCqvXIhlbD6rOPi,1702341327,1.3126816214682435,103.81433665752411,Mapillary,3f3141f8-3c24-41ad-b7ae-d2d665904f85
1717817827705,142.84649556159223,105705978529028,422169960801640,False,,ysnULZpCXWgH1JziFr6Bj2,1702341327,1.3176209489866153,103.81597816944122,Mapillary,0150fed9-60c4-467f-8d3d-4159d45ef203
1717817932162,118.86649574105407,105705978529028,1639984920125941,False,,1YXrVbZ2jh8FvpHzldW6wS,1702341327,1.3169505739469827,103.81675064563751,Mapillary,b9ebb5dc-249e-4a42-b60f-e4f0e3d131e5
1719115265505,282.67095777256134,105705978529028,1151976856074020,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.3118289026995313,103.81446540355682,Mapillary,8759d539-cb3d-43c0-996b-406dc794cac0
1717817991516,154.7324172869225,105705978529028,480010047810399,False,,bECUqphZBujP6tx7mceRTg,1702341327,1.3165537118385515,103.81694912910461,Mapillary,55ba463a-c5f8-43e7-a6b9-04108871e361
1719114976300,207.7657005111595,105705978529028,317026194696706,False,,QtnRp5kUCqvXIhlbD6rOPi,1702341327,1.31269771049881,103.81435811519623,Mapillary,af02331d-f671-438a-a872-a6b12dcce99f
1719110951669,47.61118095853533,105705978529028,773911504859046,False,,aOgQztwpdLfhD5HUm1njX4,1702341327,1.3160817676273524,103.80594670772552,Mapillary,1f9d2b20-8ee4-4f19-bf22-1d44b83637a0
1719110944706,31.41369938836317,105705978529028,1003736771369588,False,,aOgQztwpdLfhD5HUm1njX4,1702341327,1.3152665910522217,103.80506157875061,Mapillary,246a7fb7-4ec7-4634-95a9-cee2d4b83f08
1717818020979,139.33508179420005,105705978529028,1620853455369698,False,,j6u2MLiKpk9T4lPsCodnWD,1702341327,1.316349917758302,103.81694912910461,Mapillary,c85685cc-1a3c-47f8-9b5e-9609e406006e
1717818167851,111.38318908243019,105705978529028,972067538039160,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.316113945644588,103.81765186786652,Mapillary,15f6c4f5-4a0e-48a2-94f8-a18b2d9941ad
1719114781135,183.4886245264574,105705978529028,2791870034305154,False,,S7q6jx3iI280kGrl4sMQpa,1702341327,1.3127137995292912,103.81414890289307,Mapillary,54465476-1338-4a25-b98e-0cbcdb67654d
1717818026667,65.92705703958069,105705978529028,1191738722177385,False,,Cp8PkABeHXaDxYiGbVhEmR,1702341327,1.316301650736861,103.81700813770294,Mapillary,9c390ed2-8301-4594-978a-16cf2e9e9f2f
1717818169864,119.91791958262532,105705978529028,985883139398399,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.316103219638876,103.81767332553864,Mapillary,fda8c7b2-9a80-4e0e-8883-5d1bea1d1fb5
1719115565842,100.12643641102434,105705978529028,466893949281331,False,,2kFcjUgiThaAZ1Dl6x3Ond,1702341327,1.313378812698275,103.81422936916351,Mapillary,2faeb5ff-2382-48b9-b9c2-0e75426bf03b
1719114772365,111.03525947278835,105705978529028,944013167477680,False,,S7q6jx3iI280kGrl4sMQpa,1702341327,1.3127513405999878,103.81405770778656,Mapillary,8bfeed05-6722-4ddd-99fc-bc84b209da28
1719114819196,14.306395072006637,105705978529028,464942469735530,False,,aWiYG4fVo6zlK5HA8etT9S,1702341327,1.3127459775899268,103.81414890289307,Mapillary,e1130bdd-c0ae-40ba-b85e-ab504f7654fb
1717818140616,146.51092799431046,105705978529028,913586367236180,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3163820957720702,103.81744801998138,Mapillary,c6e3643e-e6c7-4ef3-826f-b2d799dcb5b7
1717817845169,168.65538057631323,105705978529028,998671771643114,False,,ysnULZpCXWgH1JziFr6Bj2,1702341327,1.3174386069937043,103.81602644920349,Mapillary,303e5305-d53c-42e8-a21e-7dc89e3a1d66
1717818074885,33.30738815849537,105705978529028,3276605829301416,False,,Cp8PkABeHXaDxYiGbVhEmR,1702341327,1.3165108078230219,103.81747484207153,Mapillary,7d20426d-6dbf-45c5-b79d-c4208a701737
1717817979692,162.50876437426263,105705978529028,1001433364839477,False,,bECUqphZBujP6tx7mceRTg,1702341327,1.3166931498838323,103.81692230701447,Mapillary,be28708a-cfcb-4940-9c94-b15d2ffc60d8
1719116152136,210.61052078091984,105705978529028,818127203716579,False,,qXz0yKFHVrp5sP7I3NiDn9,1702341327,1.3127567036100487,103.814497590065,Mapillary,383e43de-ad2e-42fd-acc3-110a45884b4b
1717817830308,153.25144381307422,105705978529028,1538000426784118,False,,ysnULZpCXWgH1JziFr6Bj2,1702341327,1.3175994969881373,103.81598889827728,Mapillary,d4cd9250-ca46-4e1a-a7d6-b8c83c4283ef
1719115575911,161.01050615209405,105705978529028,486849567134975,False,,2kFcjUgiThaAZ1Dl6x3Ond,1702341327,1.3133251826105692,103.81426155567169,Mapillary,ef773b67-a87e-440b-a1db-7ce561f70903
1717818155842,150.51391685231093,105705978529028,771704244781220,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3162158426964226,103.81754457950592,Mapillary,3cc7e1c1-f9f9-4fa2-b663-d9c0eb154f88
1719115566957,93.92628179852659,105705978529028,3597448797135573,False,,2kFcjUgiThaAZ1Dl6x3Ond,1702341327,1.3133519976545642,103.81421327590942,Mapillary,29ed783e-d2bf-4aa9-acbe-75808908aa85
1719114980967,216.03966265291967,105705978529028,361811119902025,False,,QtnRp5kUCqvXIhlbD6rOPi,1702341327,1.3126708954477948,103.81432592868805,Mapillary,387ff7e6-a08b-4550-a4a2-934c746f8806
1719114816598,21.581504773210042,105705978529028,697973575790748,False,,aWiYG4fVo6zlK5HA8etT9S,1702341327,1.3127137995292912,103.814138174057,Mapillary,468fd5a9-735f-4744-963a-53314b859e24
1719115243339,337.73932713009395,105705978529028,345501555314855,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.311619745221293,103.81447076797485,Mapillary,cb218d6c-8b13-44dc-a93e-60951f62fdaf
1717818064725,47.29455668275148,105705978529028,1464736377545908,False,,Cp8PkABeHXaDxYiGbVhEmR,1702341327,1.3164518148005158,103.81738364696503,Mapillary,e6272335-608f-4018-be35-3d19c375bce2
1719114771110,81.79170357532018,105705978529028,1933422603786746,False,,S7q6jx3iI280kGrl4sMQpa,1702341327,1.3127406145798517,103.81405770778656,Mapillary,3945a134-ba7c-40b8-8829-e8f0d3ffad7a
1719115389716,18.22419299873519,105705978529028,1174735983725201,False,,O9eFWTxaRqVLU1BSZkMs43,1702341327,1.3127406145798517,103.81447076797485,Mapillary,25324480-522a-49f4-bf3c-dcc2409798a2
1719115564872,113.17821491666732,105705978529028,678178527799347,False,,2kFcjUgiThaAZ1Dl6x3Ond,1702341327,1.3133895387156826,103.81421327590942,Mapillary,7ca1da5b-6ce6-40dd-a6e3-a82c6a81d594
1719115051446,142.1191943366569,105705978529028,1506455990270022,False,,sbhKcJIBmk58W1VYqrFi6Q,1702341327,1.3123437518022172,103.81440103054047,Mapillary,6477bf50-30e9-4447-bccc-2adcba417f48
1719116225982,177.91579378490803,105705978529028,1186552415994976,False,,MmGcV1vIKLrBHX0zpw7sPb,1702341327,1.3118986218550646,103.81458342075348,Mapillary,7e68a570-72af-4cc0-9089-6fb92cdd1561
1717817984628,168.94875561812486,105705978529028,1125851955292095,False,,bECUqphZBujP6tx7mceRTg,1702341327,1.3166341568656321,103.81693840026855,Mapillary,a19cd3fe-a98b-4529-b2a5-00824c5b2cd4
1719116162862,208.64522081338558,105705978529028,1193013402049073,False,,qXz0yKFHVrp5sP7I3NiDn9,1702341327,1.3126494434067695,103.81443321704865,Mapillary,9a70364a-4978-49fa-b8d2-87069d612983
1719110948673,41.372147489468944,105705978529028,491222443287357,False,,aOgQztwpdLfhD5HUm1njX4,1702341327,1.3157546244285356,103.8055819272995,Mapillary,79dd4b57-a242-406b-a332-de3f820fe246
1717818143183,148.21303813991454,105705978529028,1619504552141979,False,,AHWuzGmO5vpPyk83hciZBr,1702341327,1.3163606437629483,103.81748020648956,Mapillary,41631712-3393-4c76-88df-df7d48fd7725
1719115062165,146.456639540424,105705978529028,450480427795600,False,,sbhKcJIBmk58W1VYqrFi6Q,1702341327,1.3122901216922855,103.81442785263062,Mapillary,01477e3d-8839-4466-9917-a795fdcddd6e
1717818007147,174.3416002226132,105705978529028,1381213982565142,False,,j6u2MLiKpk9T4lPsCodnWD,1702341327,1.3164410887962532,103.8169115781784,Mapillary,e1770a39-97d4-4708-b969-c41951835a6a
1719115250053,29.111191017618353,105705978529028,851284626920761,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.311678738357955,103.8144063949585,Mapillary,3251748b-164f-4360-8b1f-9ab330299115
1719114807997,2.109295069599341,105705978529028,975584684347818,False,,aWiYG4fVo6zlK5HA8etT9S,1702341327,1.3126601694273177,103.81414353847504,Mapillary,cbe0ccf7-26c0-439e-8970-05a4dc50feed
1719114821179,9.890746079614075,105705978529028,1141076127010782,False,,aWiYG4fVo6zlK5HA8etT9S,1702341327,1.3127620666200954,103.81414353847504,Mapillary,3f1b26f3-70ec-4356-9547-08a22b9292d2
1719115301359,18.50409116286494,105705978529028,484563840761560,False,,IpZomDBX9PL5TCucGgOek3,1702341327,1.3122096765252564,103.81432592868805,Mapillary,c28965f3-72ef-40cb-8c2d-56d0ac1918b8
1719116192622,154.4728988889563,105705978529028,455279847454532,False,,MmGcV1vIKLrBHX0zpw7sPb,1702341327,1.3122901216922855,103.81442248821259,Mapillary,87c5ac38-e1ea-43b2-b157-1e9f1f0b714b
1719116164337,211.34083808021455,105705978529028,386868367700356,False,,qXz0yKFHVrp5sP7I3NiDn9,1702341327,1.3126440803964954,103.81443858146667,Mapillary,f26b0c22-1ad9-4048-994c-c6b845cc5ff2
1717818060421,56.395512854879144,105705978529028,1189948115520838,False,,Cp8PkABeHXaDxYiGbVhEmR,1702341327,1.3164142737854405,103.8173246383667,Mapillary,dadc4f70-0ada-4807-a9dd-5a5a68c0e480
1719115115606,170.2176711776978,105705978529028,1192048992222656,False,,CetkzDNsXSc5ZYJvnriPIM,1702341327,1.312113142321408,103.81451368331909,Mapillary,eb6269a2-4a4c-412d-8fe3-9df0fc8206ce
1719114208506,24.745965668105043,105705978529028,789991626585454,False,,d2vjxPcuqg0EMDUHlVALzB,1702341327,1.3124402859971553,103.81354808807373,Mapillary,d01d93a8-02c0-4859-9e0d-5fb7ddcf6000
1719110943696,25.807853379495498,105705978529028,783090337373731,False,,aOgQztwpdLfhD5HUm1njX4,1702341327,1.3151271529271753,103.80494356155396,Mapillary,86d5841e-661b-41e8-bbd4-39c5a2a1d306
