uuid,source,orig_id,lat,lon,datetime_local,sequence_id,sequence_index,easting,northing,distance_from_prev
ebcf1ead-796a-4af9-af05-42d2b85041e3,Mapillary,496813142938860,1.3169398479448802,103.81676137447356,2024-06-08 11:38:59.772000+08:00,YN9JwzWsBhlnkGfuEov204,0,368360.30080004537,145592.92292352117,
26e52a84-2c4e-486e-b0e8-546df30c0dbc,Mapillary,468237622246825,1.3169237589416412,103.81676137447356,2024-06-08 11:39:02.321000+08:00,YN9JwzWsBhlnkGfuEov204,1,368360.2999557001,145591.14421438682,1.7787093347523433
74907cc8-300f-4f1e-88d9-282ca1f63569,Mapillary,1507616563440347,1.3169183959405473,103.8167667388916,2024-06-08 11:39:02.955000+08:00,YN9JwzWsBhlnkGfuEov204,2,368360.8965710612,145590.55102799987,0.8413203781976791
bdee64d4-1b06-48b1-9414-ee4de935bc15,Mapillary,446480394678405,1.3169183959405473,103.8167667388916,2024-06-08 11:39:03.568000+08:00,YN9JwzWsBhlnkGfuEov204,3,368360.8965710612,145590.55102799987,0.0
7a6e6466-c9ad-4c29-862a-bb42a7ffdd54,Mapillary,772878474911948,1.3169076699383029,103.81679356098176,2024-06-08 11:39:04.206000+08:00,YN9JwzWsBhlnkGfuEov204,4,368363.88049219525,145589.3638052307,3.211430092299832
2309d712-b923-40f9-ad4c-81185bf1b0f0,Mapillary,2290402547991762,1.3169076699383029,103.81679356098176,2024-06-08 11:39:05.431000+08:00,YN9JwzWsBhlnkGfuEov204,5,368363.88049219525,145589.3638052307,0.0
66a5085b-87a4-4662-ba4c-7fad0064f4cd,Mapillary,1615445469237800,1.3169183959405473,103.81679892539978,2024-06-08 11:39:07.407000+08:00,YN9JwzWsBhlnkGfuEov204,6,368364.4779518647,145590.54932798265,1.3275625228206918
