uuid,source,orig_id,lat,lon,datetime_local,sequence_id,sequence_index,easting,northing,distance_from_prev
8da845cb-2cc3-4c93-9312-360081486751,Mapillary,429449493398986,1.312381292878456,103.81358027458192,2024-06-23 11:43:15.091000+08:00,d2vjxPcuqg0EMDUHlVALzB,0,368006.101331846,145089.12255381607,
350d5ef7-fd9e-4354-aa08-2e93c06f3734,Mapillary,1401208700568113,1.3124188339541547,103.813596367836,2024-06-23 11:43:17.693000+08:00,d2vjxPcuqg0EMDUHlVALzB,1,368007.893996177,145093.27203791574,4.520161910509153
2bb561c7-6ac0-4333-af5f-19f82f32d2e2,Mapillary,440750648776730,1.3124295599756834,103.81362318992616,2024-06-23 11:43:18.685000+08:00,d2vjxPcuqg0EMDUHlVALzB,2,368010.8790514284,145094.45643182352,3.2114395187635982
d313ab26-9169-4a23-a201-e5fcdc75f2d3,Mapillary,355218560934003,1.3124349229864265,103.81363928318024,2024-06-23 11:43:19.972000+08:00,d2vjxPcuqg0EMDUHlVALzB,3,368012.67002830567,145095.04848721682,1.8863000195176125
f87777c4-b686-4fc3-a4aa-b954a2824b0d,Mapillary,2878849092268786,1.3124134709433832,103.81364464759828,2024-06-23 11:43:21.117000+08:00,d2vjxPcuqg0EMDUHlVALzB,4,368013.2658019548,145092.6765850332,2.4455809554544867
0a975baf-f1b2-4960-9e06-44899fca12a2,Mapillary,2090711041312835,1.3124081079325975,103.8136339187622,2024-06-23 11:43:22.321000+08:00,d2vjxPcuqg0EMDUHlVALzB,5,368012.0717236227,145092.08424649958,1.3329246046179188
e1be4b18-0243-41e7-b9ec-5f916d59db0c,Mapillary,2947876318721676,1.3124081079325975,103.81362318992616,2024-06-23 11:43:23.033000+08:00,d2vjxPcuqg0EMDUHlVALzB,6,368010.8779265124,145092.0848127391,1.1937972445776786
58c56759-dbcf-4299-baa7-453b1960b925,Mapillary,769101411781590,1.3124134709433832,103.81356954574584,2024-06-23 11:43:24.696000+08:00,d2vjxPcuqg0EMDUHlVALzB,7,368004.9092221169,145092.68054879797,5.998360910468614
e3c574cc-e513-4287-9a05-ca9b9b156d1c,Mapillary,474883785228961,1.3124349229864265,103.8135588169098,2024-06-23 11:43:27.444000+08:00,d2vjxPcuqg0EMDUHlVALzB,8,368003.7165499645,145095.05273420585,2.65513285402077
d01d93a8-02c0-4859-9e0d-5fb7ddcf6000,Mapillary,789991626585454,1.3124402859971551,103.81354808807372,2024-06-23 11:43:28.506000+08:00,d2vjxPcuqg0EMDUHlVALzB,9,368002.5230340796,145095.64620527547,1.3329246332913376
230764c1-1f5a-4b5f-9028-3be76adda8de,Mapillary,1392560551422259,1.31244564900787,103.8135427236557,2024-06-23 11:43:29.229000+08:00,d2vjxPcuqg0EMDUHlVALzB,10,368001.92641676794,145096.23939320433,0.8413228485620785
